,Unnamed: 0,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format,Genre_List,Rank_Score,Rating_Score,NumRatings_Score,Quality_Score
543,543,,Tales from Earthsea,Ursula K. Le Guin,4.0,,9780441009329,,Fiction,,340,paperback,['Fiction'],,0.75,,0.462977977908779
544,544,,Harry Potter and the Half-Blood Prince,J. K. Rowling,,,9780439791328,,Juvenile Fiction,,652,paperback,['Juvenile Fiction'],,,,0.462977977908779
545,545,,The Magicians of Caprona,Diana Wynne Jones,,,9780006755166,,Juvenile Fiction,,266,paperback,['Juvenile Fiction'],,,,0.47832754635808633
546,546,,A Court of Thorns and Roses,Sarah J. Maas,5.0,,9781408857861,,Fiction,,433,paperback,['Fiction'],,1.0,,0.38386268776848803
547,547,,The Horse and His Boy,Clive Staples Lewis,,,9780020442004,,Juvenile Fiction,,228,paperback,['Juvenile Fiction'],,,,0.462977977908779
548,548,,Around the World in Eighty Days,Jules Verne,,,9780553213560,,Fiction,,163,paperback,['Fiction'],,,,0.462977977908779
549,549,,An Ember in the Ashes,Sabaa Tahir,,,9780593206935,,Juvenile Fiction,,482,paperback,['Juvenile Fiction'],,,,0.462977977908779
550,550,,The Dark is Rising,Susan Cooper,3.5,,9780689303173,,Juvenile Fiction,,348,paperback,['Juvenile Fiction'],,0.625,,0.462977977908779
551,551,,Harry Potter and the Order of the Phoenix,J. K. Rowling,,,9780545582971,,Juvenile Fiction,,870,paperback,['Juvenile Fiction'],,,,0.462977977908779
552,552,,The Ickabog,J. K. Rowling,,,9781338732870,,Juvenile Fiction,,304,paperback,['Juvenile Fiction'],,,,0.462977977908779
553,553,,The Field Guide,"Tony DiTerlizzi, Holly Black",4.0,,9780689859366,,Juvenile Fiction,,138,paperback,['Juvenile Fiction'],,0.75,,0.462977977908779
554,554,,The Wonderful Wizard of Oz. Con CD Audio,L. Frank Baum,,,9783852722894,,fantasy,,92,paperback,['fantasy'],,,,0.462977977908779
555,555,,The Hobbit,J. R. R. Tolkien,,,9780618150823,,Juvenile Fiction,,352,paperback,['Juvenile Fiction'],,,,0.462977977908779
556,556,,Now We are Six,Alan Alexander Milne,,,9780440464853,,Juvenile Nonfiction,,116,paperback,['Juvenile Nonfiction'],,,,0.462977977908779
557,557,,The Neverending Story,"Michael Ende, Ralph Manheim",,,9780140317930,,Children's stories,,444,paperback,"[""Children's stories""]",,,,0.462977977908779
558,558,,Castle in the Air,Diana Wynne Jones,,,9780006755302,,Juvenile Fiction,,290,paperback,['Juvenile Fiction'],,,,0.47832754635808633
559,559,,The Magic Finger,Roald Dahl,,,9780140371581,,Fiction,,68,paperback,['Fiction'],,,,0.44726183372072725
560,560,,The Lives of Christopher Chant,Diana Wynne Jones,,,9780006755180,,Juvenile Fiction,,326,paperback,['Juvenile Fiction'],,,,0.47832754635808633
561,561,,Brisingr,Christopher Paolini,5.0,,9780552559966,,Juvenile Fiction,,790,paperback,['Juvenile Fiction'],,1.0,,0.3991370960590845
562,562,,Eragon,Christopher Paolini,5.0,,9780552553209,,Juvenile Nonfiction,,530,paperback,['Juvenile Nonfiction'],,1.0,,0.3991370960590845
563,563,,The Chronicles of Narnia - the Horse and His Boy,C. S. Lewis,,,9780007588541,,Children's stories,,208,paperback,"[""Children's stories""]",,,,0.462977977908779
564,564,,Karlson on the Roof,"Astrid Lindgren, Patricia Crampton",,,9780416580105,,"Children's literature, Swedish",,120,paperback,"[""Children's literature"", 'Swedish']",,,,0.462977977908779
565,565,,Charlotte's Web,Elwyn Brooks White,,,9780590302715,,Juvenile Fiction,,196,paperback,['Juvenile Fiction'],,,,0.462977977908779
566,566,,A Tale of Sorcery...,Chris Colfer,,,9780316300964,,fantasy,,544,paperback,['fantasy'],,,,0.462977977908779
567,567,,Harry Potter and the Philosopher's Stone,J. K. Rowling,4.5,,9780747532699,,Juvenile Fiction,,223,paperback,['Juvenile Fiction'],,0.875,,0.462977977908779
568,568,,The Magic of Oz,Lyman Frank Baum,,,9780345282354,,Juvenile Fiction,,262,paperback,['Juvenile Fiction'],,,,0.462977977908779
569,569,,Mary Poppins Opens the Door,P. L. Travers,,,9780440404323,,Juvenile Fiction,,260,paperback,['Juvenile Fiction'],,,,0.462977977908779
570,570,,The Drawing of the Three,Stephen King,4.0,,9780451163523,,Fiction,,468,paperback,['Fiction'],,0.75,,0.422269123718866
571,571,,The Plague of Fantasies,Slavoj Žižek,3.5,,9781859841938,,Computers,,262,paperback,['Computers'],,0.625,,0.462977977908779
572,572,,The Little Prince,Antoine de Saint-Exupéry,,,9780140301847,,Death,,109,paperback,['Death'],,,,0.7113261649326941
573,573,,Tehanu,Ursula K. Le Guin,,,9780553288735,,Fiction,,252,paperback,['Fiction'],,,,0.462977977908779
574,574,,The Cat in the Hat,Dr. Seuss,4.0,,9780449810866,,Juvenile Fiction,,73,paperback,['Juvenile Fiction'],,0.75,,0.5480052602417482
575,575,,The Happy Prince and Other Stories,"Oscar Wilde, Michael Mac Liammoir",,,9780140350500,,Fairy tales,,185,paperback,['Fairy tales'],,,,0.462977977908779
576,576,,Artemis Fowl,Eoin Colfer,,,9780670913442,,Juvenile Fiction,,308,paperback,['Juvenile Fiction'],,,,0.462977977908779
577,577,,Five Children and it,Edith Nesbit,,,9780140301281,,Juvenile Fiction,,228,paperback,['Juvenile Fiction'],,,,0.462977977908779
578,578,,Crossroads of Twilight,Robert Jordan,4.0,,9780312864590,,Fiction,,724,paperback,['Fiction'],,0.75,,0.33636036604585995
579,579,,Doctor Dolittle,Hugh Lofting,,,9780397309375,,Medical,,246,paperback,['Medical'],,,,0.462977977908779
580,580,,Anansi Boys,Neil Gaiman,4.0,,9780755331147,,Anansi (Legendary character),,457,paperback,['Anansi (Legendary character)'],,0.75,,0.3579109076786692
581,581,,The Gunslinger,Stephen King,4.0,,9780451160522,,Adventure stories,,324,paperback,['Adventure stories'],,0.75,,0.422269123718866
582,582,,The Tombs of Atuan,Ursula K. Le Guin,,,9780140306323,,Children's stories,,154,paperback,"[""Children's stories""]",,,,0.462977977908779
583,583,,The Road to Oz,L. Frank Baum,,,9780345334671,,Fiction,,276,paperback,['Fiction'],,,,0.462977977908779
584,584,,Fox In Socks,"Dr. Seuss, Random House Children's Books",,,9780394883236,,Children's stories,,61,paperback,"[""Children's stories""]",,,,0.462977977908779
585,585,,A Wrinkle in Time,Madeleine L'Engle,4.5,,9780440998051,,Brothers and sisters,,228,paperback,['Brothers and sisters'],,0.875,,0.6244570607283982
586,586,,Mrs Frisby and the Rats of NIMH,Robert C. O'Brien,,,9780140307252,,Animals,,197,paperback,['Animals'],,,,0.462977977908779
587,587,,Tom's Midnight Garden,Philippa Pearce,,,9780140308938,,Fiction,,228,paperback,['Fiction'],,,,0.462977977908779
588,588,,A Court of Mist and Fury,Sarah J. Maas,5.0,,9781408857885,,Fiction,,645,paperback,['Fiction'],,1.0,,0.38386268776848803
589,589,,Fictions in Science,Mauricio Suárez,,,9781135854713,,Philosophy,,494,ebook,['Philosophy'],,,,0.462977977908779
590,590,,Time in Fiction,"Craig Bourne, Emily Caddick Bourne",,,9780199675319,,Literary Criticism,,280,paperback,['Literary Criticism'],,,,0.462977977908779
591,591,,The Symbolic Species Evolved,"Theresa Schilhab, Frederik Stjernfelt, Terrence Deacon",,,9789400723368,,Science,,291,ebook,['Science'],,,,0.462977977908779
592,592,,Springer Handbook of Model-Based Science,"Lorenzo Magnani, Tommaso Bertolotti",,,9783319305264,,Technology & Engineering,,1179,ebook,['Technology & Engineering'],,,,0.462977977908779
593,593,,The Literary Imagination from Erasmus Darwin to H.G. Wells,Michael R. Page,,,9781409438700,,Biography & Autobiography,,233,paperback,['Biography & Autobiography'],,,,0.462977977908779
594,594,,Nanovision,Colin Milburn,,,9780822391487,,Science,,293,ebook,['Science'],,,,0.462977977908779
595,595,,Nanoscale Science,M. Gail Jones,,,9781933531052,,Education,,172,paperback,['Education'],,,,0.462977977908779
596,596,,Empathy and Reading,Suzanne Keen,,,9781000595185,,Language Arts & Disciplines,,285,paperback,['Language Arts & Disciplines'],,,,0.462977977908779
597,597,,The New Quantum Universe,"Tony Hey, Patrick Walters",,,9781139855532,,Science,,378,ebook,['Science'],,,,0.462977977908779
598,598,,Models and Idealizations in Science,"Alejandro Cassini, Juan Redmond",,,9783030658021,,Philosophy,,276,ebook,['Philosophy'],,,,0.462977977908779
599,599,,Logos of Phenomenology and Phenomenology of The Logos. Book Three,Anna-Teresa Tymieniecka,,,9781402037177,,Nature,,588,paperback,['Nature'],,,,0.462977977908779
600,600,,Tomorrow Is Too Late,Grace Maddrell,,,9781911648338,,Young Adult Nonfiction,,235,paperback,['Young Adult Nonfiction'],,,,0.462977977908779
601,601,,Aesthetics and the Sciences of Mind,"Greg Currie, Matthew Kieran, Aaron Meskin, Jon Robson",,,9780191046094,,Philosophy,,442,ebook,['Philosophy'],,,,0.462977977908779
602,602,,Hurricanes,Paul V. Kislow,1.0,,9781594547270,,Nature,,280,paperback,['Nature'],,0.0,,0.462977977908779
603,603,,Reading Science,"J. R. Martin, Robert Veel",,,9780415167895,,Language Arts & Disciplines,,384,paperback,['Language Arts & Disciplines'],,,,0.462977977908779
604,604,,The Philosophy of 'As If',Hans Vaihinger,,,9781000385885,,Business & Economics,,354,paperback,['Business & Economics'],,,,0.462977977908779
605,605,,Space Exploration and Humanity,American Astronautical Society,,,9781851095193,,Science,,1557,ebook,['Science'],,,,0.462977977908779
606,606,,Surveying the American Tropics,"Maria Cristina Fumagalli, Peter Hulme, Owen Robinson, Lesley Wylie",,,9781846318900,,Literary Criticism,,377,paperback,['Literary Criticism'],,,,0.462977977908779
607,607,,Fiction in French - Fiction in Soviet,British Library,,,9783111576695,,Reference,,464,ebook,['Reference'],,,,0.462977977908779
608,608,,"Science, Culture and Society",Mark Erickson,,,9780745629759,,Science,,254,paperback,['Science'],,,,0.462977977908779
609,609,,Conservation of Renewable Natural Resources,"Raphael Zon, William S. Cooper",,,9781512819519,,Nature,,208,paperback,['Nature'],,,,0.462977977908779
610,610,,Astrofuturism,De Witt Douglas Kilgore,5.0,,9780812218473,,Literary Criticism,,308,paperback,['Literary Criticism'],,1.0,,0.462977977908779
611,611,,The Nobel Prize,Burton Feldman,,,9781559705929,,History,,520,paperback,['History'],,,,0.462977977908779
612,612,,The Secret Life of Literature,Lisa Zunshine,,,9780262046336,,Science,,337,paperback,['Science'],,,,0.462977977908779
613,613,,Handbook of the American Short Story,"Erik Redling, Oliver Scheiding",,,9783110585322,,Literary Criticism,,513,ebook,['Literary Criticism'],,,,0.462977977908779
614,614,,Science in the Twentieth Century,"John Krige, Dominique Pestre",,,9781134406937,,History,,986,ebook,['History'],,,,0.462977977908779
615,615,,Companion to Science in the Twentieth Century,"John Krige, Dominique Pestre",,,9780415286060,,History,,988,paperback,['History'],,,,0.462977977908779
616,616,,The Perversity of Things,Hugo Gernsback,,,9781452953144,,Literary Criticism,,745,paperback,['Literary Criticism'],,,,0.462977977908779
617,617,,Companion Encyclopedia of Science in the Twentieth Century,"John Krige, Dominique Pestre",,,9781136483325,,History,,979,paperback,['History'],,,,0.462977977908779
618,618,,Cultivating Sustainability in Language and Literature Pedagogy,Roman Bartosch,,,9781000369762,,Education,,159,ebook,['Education'],,,,0.462977977908779
619,619,,Human Technological Enhancement and Theological Anthropology,Victoria Lorrimar,,,9781009089814,,Religion,,357,ebook,['Religion'],,,,0.462977977908779
620,620,,Gedanken Fictions,Thomas A. Easton,,,9781587150692,,Fiction,,230,paperback,['Fiction'],,,,0.462977977908779
621,621,,The History of Science Fiction,A. Roberts,,,9780230554658,,Fiction,,385,ebook,['Fiction'],,,,0.462977977908779
622,622,,The Routledge Handbook of Philosophy of Scientific Modeling,"Tarja Knuuttila, Natalia Carrillo, Rami Koskinen",,,9781040090435,,Philosophy,,796,ebook,['Philosophy'],,,,0.462977977908779
623,623,,The Significance of the Hypothetical in the Natural Sciences,"Michael Heidelberger, Gregor Schiemann",,,9783110210620,,Philosophy,,385,ebook,['Philosophy'],,,,0.462977977908779
624,624,,The Past Is a Foreign Country – Revisited,David Lowenthal,,,9781139915663,,History,,679,ebook,['History'],,,,0.462977977908779
625,625,,Science Fact and Science Fiction,Brian M. Stableford,5.0,,9780415974608,,Fiction,,758,paperback,['Fiction'],,1.0,,0.462977977908779
626,626,,Modelling Nature: An Opinionated Introduction to Scientific Representation,"Roman Frigg, James Nguyen",,,9783030451530,,Philosophy,,250,ebook,['Philosophy'],,,,0.462977977908779
627,627,,Encyclopedia of Time,Samuel L. Macey,,,9780815306153,,Reference,,730,paperback,['Reference'],,,,0.462977977908779
628,628,,Out of Time,"Samuel Baron, Kristie Miller, Jonathan Tallant",,,9780192688279,,Philosophy,,346,ebook,['Philosophy'],,,,0.462977977908779
629,629,,The Appropriation of Cultural Capital,Milena Doleželová-Velingerová,,,9780674007864,,History,,384,paperback,['History'],,,,0.462977977908779
630,630,,Hollyweird Science,"Kevin R. Grazier, Stephen Cass",,,9783319150727,,Science,,315,ebook,['Science'],,,,0.462977977908779
631,631,,Destined for the Stars,Catherine L. Newell,,,9780822986652,,Science,,313,paperback,['Science'],,,,0.462977977908779
632,632,,Outer Space and Popular Culture,Annette Froehlich,,,9783030226565,,Technology & Engineering,,181,ebook,['Technology & Engineering'],,,,0.462977977908779
633,633,,Narrative Innovation and Cultural Rewriting in the Cold War Era and After,M. Cornis-Pope,,,9781403970039,,Science,,333,ebook,['Science'],,,,0.462977977908779
634,634,,Our Shared Storm,Andrew Dana Hudson,,,9780823299553,,Fiction,,158,ebook,['Fiction'],,,,0.462977977908779
635,635,,The Routledge Handbook of Ecofeminism and Literature,Douglas A. Vakoch,,,9781000634419,,Literary Criticism,,881,ebook,['Literary Criticism'],,,,0.462977977908779
636,636,,"Handbook of Space Engineering, Archaeology, and Heritage","Ann Darrin, Beth L. O'Leary",5.0,,9781420084320,,Science,,1038,ebook,['Science'],,1.0,,0.462977977908779
637,637,,Funology 2,"Mark Blythe, Andrew Monk",,,9783319682136,,Computers,,550,ebook,['Computers'],,,,0.462977977908779
638,638,,Fictions of the Cosmos,Frédérique Aït-Touati,,,9780226011240,,Science,,273,ebook,['Science'],,,,0.462977977908779
639,639,,Science in the Contemporary World,Eric G. Swedin,,,9781851095292,,Science,,409,ebook,['Science'],,,,0.462977977908779
640,640,,A Human Algorithm,Flynn Coleman,,,9781911545583,,Computers,,317,ebook,['Computers'],,,,0.462977977908779
641,641,,Coming to Terms with a Crisis,"Michael Fuchs, Martin Butler, Sina Farzin, Fabian Hempel",,,9783839470602,,Social Science,,307,ebook,['Social Science'],,,,0.462977977908779
642,642,,"The Handbook of Science and Technology Studies, fourth edition","Ulrike Felt, Rayvon Fouche, Clark A. Miller, Laurel Smith-Doerr",,,9780262035682,,Science,,1210,paperback,['Science'],,,,0.462977977908779
643,643,,New Essays on Frege,"Gisela Bengtsson, Simo Säätelä, Alois Pichler",,,9783319711867,,Mathematics,,186,ebook,['Mathematics'],,,,0.462977977908779
644,644,,Between Literature and Science,Peter Swirski,,,9780773520783,,Literary Criticism,,212,paperback,['Literary Criticism'],,,,0.462977977908779
645,645,,Transhumanisms and Biotechnologies in Consumer Society,"Jennifer Takhar, Rika Houston, Nikhilesh Dholakia",,,9781000789065,,Business & Economics,,223,ebook,['Business & Economics'],,,,0.462977977908779
646,646,,Introduction to Cosmetic Formulation and Technology,"Gabriella Baki, Kenneth S. Alexander",,,9781118764701,,Science,,720,paperback,['Science'],,,,0.462977977908779
647,647,,Textbooks and Educational Media: Perspectives from Subject Education,"Péter Bagoly-Simó, Zuzana Sikorová",,,9783030803469,,Education,,460,ebook,['Education'],,,,0.462977977908779
648,648,,The Joy of Being Eaten,Lawrence Vandervert,,,9781499074550,,Science,,177,paperback,['Science'],,,,0.462977977908779
649,649,,The Health Humanities in German Studies,Stephanie M. Hilger,,,9781350296206,,Literary Criticism,,465,ebook,['Literary Criticism'],,,,0.462977977908779
650,650,,Teaching the Literature of Climate Change,Debra J. Rosenthal,,,9781603296366,,Language Arts & Disciplines,,189,ebook,['Language Arts & Disciplines'],,,,0.462977977908779
651,651,,Interdisciplinary Perspectives on Math Cognition,Marcel Danesi,,,9783030225377,,Mathematics,,343,ebook,['Mathematics'],,,,0.462977977908779
652,652,,Encyclopedia of Science and Technology Communication,Susanna Hornig Priest,,,9781412959209,,Language Arts & Disciplines,,1145,paperback,['Language Arts & Disciplines'],,,,0.462977977908779
653,653,,"Film, Environment, Comedy","Robin L. Murray, Joseph K. Heumann",,,9781000588620,,Social Science,,168,ebook,['Social Science'],,,,0.462977977908779
654,654,,Cloning,Stephen D. Fairbanks,,,9781590338797,,Science,,252,paperback,['Science'],,,,0.462977977908779
655,655,,Cybernetic Architectures,Camilo Andrés Cifuentes Quin,,,9781000422610,,Architecture,,164,ebook,['Architecture'],,,,0.462977977908779
656,656,,Experimental Approaches to Pragmatics,"Valentina Cuccio, Pietro Robert Perconti, Gerard Steen, Yury Y. Shtyrov, Yan Huang",,,9782889761326,,Science,,287,paperback,['Science'],,,,0.462977977908779
657,657,,Science Fiction Prototyping,Brian David Johnson,,,9781608456550,,Computers,,191,ebook,['Computers'],,,,0.462977977908779
658,658,,The Holocaust of Texts,Amy Hungerford,,,9780226360768,,History,,216,paperback,['History'],,,,0.462977977908779
659,659,,Descartes and the Possibility of Science,Peter A. Schouls,,,9780801437755,,Philosophy,,202,paperback,['Philosophy'],,,,0.462977977908779
660,660,,Irish Urban Fictions,"Maria Beville, Deirdre Flynn",,,9783319983226,,Literary Criticism,,247,ebook,['Literary Criticism'],,,,0.462977977908779
661,661,,The Loom of God,Clifford A. Pickover,4.0,,9781402764004,,Mathematics,,292,paperback,['Mathematics'],,0.75,,0.462977977908779
662,662,,From “Modern” to “Postmodern” Psychology: Is There a Way Past?,"Barbara Hanfstingl, Timo Gnambs, Peter Adriaan Edelsbrunner, Jana Uher, Ulrich Dettweiler",,,9782832519448,,Science,,190,paperback,['Science'],,,,0.462977977908779
663,663,,The Oxford Companion to the History of Modern Science,John L. Heilbron,,,9780195112290,,Science,,994,paperback,['Science'],,,,0.462977977908779
664,664,,"The Sage Encyclopedia of Qualitative Research Methods: A-L ; Vol. 2, M-Z Index",Lisa M. Given,,,9781412941631,,Reference,,1073,paperback,['Reference'],,,,0.462977977908779
665,665,,Calamity Theory,"Joshua Schuster, Derek Woods",,,9781452966588,,Philosophy,,142,ebook,['Philosophy'],,,,0.462977977908779
666,666,,Climate Change Fictions: Representations of the Dark Anthropocene,"Jiang Lifu, Ge Youran, Sheng Caorui, You Lei, Yuan Yao",,,9781649973993,,Science,,348,ebook,['Science'],,,,0.462977977908779
667,667,,Yearbook of science & the future,"Encyclopaedia Britannica, Inc",,,9780852293751,,Science,,450,paperback,['Science'],,,,0.462977977908779
668,668,,Student Handbook,Gorton Carruth,,,9780835227650,,Encyclopedias and dictionaries,,1304,paperback,['Encyclopedias and dictionaries'],,,,0.462977977908779
669,669,,Our Evolving Universe,Walter H. Hesse,,,9780822101840,,Science,,506,paperback,['Science'],,,,0.462977977908779
670,670,,Career Information Center,"Mary Rose Bonk, Jennifer Greve",,,9780028660493,,Agricultural industries,,228,paperback,['Agricultural industries'],,,,0.462977977908779
671,671,,The Oxford Book of Historical Stories,"Michael Cox, Jack Adrian",,,9780192832085,,Fiction,,468,paperback,['Fiction'],,,,0.462977977908779
672,672,,Fantastic Reading,"Isaac Asimov, Martin Harry Greenberg, David Clark Yeager",,,9780673159366,,Education,,188,paperback,['Education'],,,,0.462977977908779
673,673,,Margaret Atwood's Dystopian Fiction,Sławomir Kuźnicki,,,9781443892698,,Literary Criticism,,227,ebook,['Literary Criticism'],,,,0.462977977908779
674,674,,Why We Read Fiction,Lisa Zunshine,3.0,,9780814210284,,Literary Criticism,,210,paperback,['Literary Criticism'],,0.5,,0.462977977908779
675,675,,Different Engines,"Mark Brake, Neil Hook",,,9780230553972,,Science,,388,paperback,['Science'],,,,0.462977977908779
676,676,,Science fiction and innovation,Thomas Michaud,,,9782953257397,,Business & Economics,,136,ebook,['Business & Economics'],,,,0.462977977908779
677,677,,"Nineteenth Century Popular Fiction, Medicine and Anatomy",Anna Gasperini,,,9783030109165,,Literary Criticism,,268,ebook,['Literary Criticism'],,,,0.462977977908779
678,678,,The Routledge Anthology of Climate Fiction,Bill Gillard,,,9781040120323,,Fiction,,615,ebook,['Fiction'],,,,0.462977977908779
679,679,,"Science, Medicine, and Aristocratic Lineage in Victorian Popular Fiction",Abigail Boucher,,,9783031411410,,Literary Criticism,,241,ebook,['Literary Criticism'],,,,0.462977977908779
680,680,,Dune,Frank Herbert,4.5,,9780575104419,,Fiction,,743,ebook,['Fiction'],,0.875,,0.6473981311700965
681,681,,Time Machines,Paul J. Nahin,,,9780387985718,,Science,,674,paperback,['Science'],,,,0.462977977908779
682,682,,The Legacies of Ursula K. Le Guin,"Christopher L. Robinson, Sarah Bouttier, Pierre-Louis Patoine",,,9783030828271,,Fiction,,149,ebook,['Fiction'],,,,0.462977977908779
683,683,,Architecture and Science-Fiction Film,David T. Fortin,,,9781351957465,,Architecture,,251,ebook,['Architecture'],,,,0.462977977908779
684,684,,Pseudoscience and Science Fiction,Andrew May,,,9783319426051,,Science,,188,ebook,['Science'],,,,0.462977977908779
685,685,,Victorian Narratives of the Recent Past,Helen Kingstone,,,9783319495507,,Literary Criticism,,248,ebook,['Literary Criticism'],,,,0.462977977908779
686,686,,"English Fiction and the Evolution of Language, 1850–1914",Will Abberley,,,9781316300879,,Literary Criticism,,249,ebook,['Literary Criticism'],,,,0.462977977908779
687,687,,Comeuppance,William Flesch,,,9780674026315,,Language Arts & Disciplines,,272,paperback,['Language Arts & Disciplines'],,,,0.462977977908779
688,688,,The Secret Window,Anthony Hood Chambers,,,9780674796744,,Literary Criticism,,196,paperback,['Literary Criticism'],,,,0.462977977908779
689,689,,The Near Future in 21st Century Fiction,David Sergeant,,,9781009279888,,Art,,239,paperback,['Art'],,,,0.462977977908779
690,690,,The Edges of the Earth in Ancient Thought,James S. Romm,,,9780691037882,,History,,247,paperback,['History'],,,,0.462977977908779
691,691,,Ethical Futures and Global Science Fiction,"Zachary Kendal, Aisling Smith, Giulia Champion, Andrew Milner",,,9783030278939,,Literary Criticism,,340,ebook,['Literary Criticism'],,,,0.462977977908779
692,692,,The Architecture of the Imagination,Shaun Nichols,,,9780199275724,,Philosophy,,290,paperback,['Philosophy'],,,,0.462977977908779
693,693,,Escape from the Wasteland,Susan Jolliffe Napier,,,9780674261815,,Literary Criticism,,284,paperback,['Literary Criticism'],,,,0.462977977908779
694,694,,"Science Fiction, Science Fact",Isaac Asimov,,,9780440403524,,Juvenile Nonfiction,,36,paperback,['Juvenile Nonfiction'],,,,0.4110863505229669
695,695,,The Philosophy of Science Fiction Film,Steven Sanders,4.0,,9780813172811,,Performing Arts,,241,ebook,['Performing Arts'],,0.75,,0.462977977908779
696,696,,Studies in the Comic Spirit in Modern Japanese Fiction,Joel Ralph Cohn,,,9780674847118,,Education,,288,paperback,['Education'],,,,0.462977977908779
697,697,,Posthuman Biopolitics,Bruce Clarke,,,9783030364861,,Literary Criticism,,198,ebook,['Literary Criticism'],,,,0.462977977908779
698,698,,On the Origin of Stories,Brian Boyd,,,9780674057111,,Literary Criticism,,555,paperback,['Literary Criticism'],,,,0.462977977908779
699,699,,Recontextualizing Texts,Atsuko Sakaki,,,9780674750944,,Education,,308,paperback,['Education'],,,,0.462977977908779
700,700,,When the Sleeper Wakes,H. G. Wells,,,9781983655890,,science fiction,,572,paperback,['science fiction'],,,,0.462977977908779
701,701,,The Art of Detective Fiction,NA NA,,,9781349627684,,Science,,256,ebook,['Science'],,,,0.462977977908779
702,702,,Surreal Entanglements,"Louise Economides, Laura Shackelford",,,9781000388343,,Literary Criticism,,197,ebook,['Literary Criticism'],,,,0.462977977908779
703,703,,Nation and Region in Modern American and European Fiction,Thomas O. Beebee,,,9781557534989,,Literary Criticism,,213,paperback,['Literary Criticism'],,,,0.462977977908779
704,704,,Brave New Words,Jeff Prucher,,,9780199885527,,Reference,,509,ebook,['Reference'],,,,0.462977977908779
705,705,,Biopolitical Futures in Twenty-First-Century Speculative Fiction,Sherryl Vint,,,9781108839006,,History,,283,paperback,['History'],,,,0.462977977908779
706,706,,Dreams Must Explain Themselves,Ursula K. Le Guin,,,9781473205956,,Literary Criticism,,524,ebook,['Literary Criticism'],,,,0.462977977908779
707,707,,Trope-ing the Light Fantastic,Edward M. Lerner,,,9781612424019,,Fiction,,366,paperback,['Fiction'],,,,0.462977977908779
708,708,,Eco-facts and Eco-fiction,William H. Baarschers,,,9781135101206,,Science,,281,ebook,['Science'],,,,0.462977977908779
709,709,,Death-Facing Ecology in Contemporary British and North American Environmental Crisis Fiction,Louise Squire,,,9781351396509,,Literary Criticism,,283,ebook,['Literary Criticism'],,,,0.462977977908779
710,710,,Social and Virtual Space,Laura Chernaik,,,9780838640692,,History,,209,ebook,['History'],,,,0.462977977908779
711,711,,Ecofeminist Science Fiction,Douglas A. Vakoch,,,9781000376364,,Fiction,,163,ebook,['Fiction'],,,,0.462977977908779
712,712,,Creating Life from Life,Rosalyn W. Berne,,,9789814463591,,Medical,,302,ebook,['Medical'],,,,0.462977977908779
713,713,,"Mesmerists, Monsters, and Machines",Martin Willis,,,9780873388573,,Art,,292,paperback,['Art'],,,,0.462977977908779
714,714,,The Time Machine Hypothesis,Damien Broderick,,,9783030161781,,Science,,246,ebook,['Science'],,,,0.462977977908779
715,715,,The War of the Worlds,H. G. Wells,,,9781983661334,,science fiction,,420,paperback,['science fiction'],,,,0.462977977908779
716,716,,Apocalyptic Visions in the Anthropocene and the Rise of Climate Fiction,Kübra Baysal,,,9781527573635,,Science,,279,ebook,['Science'],,,,0.462977977908779
717,717,,A Geography of Victorian Gothic Fiction,Robert Mighall,,,9780198184720,,History,,346,paperback,['History'],,,,0.462977977908779
718,718,,Ghost Species,James Bradley,,,9781529358094,,Fiction,,299,ebook,['Fiction'],,,,0.462977977908779
719,719,,Pride and Prejudice,Jane Austen,,,9780192815033,,Fiction,,388,paperback,['Fiction'],,,,0.40826497218422236
720,720,,"To Sir Phillip, with Love",Julia Quinn,,,9780739435724,,Fiction,,274,paperback,['Fiction'],,,,0.462977977908779
721,721,,Simple Gifts,"Judith McNaught, Jude Deveraux",,,9780743442237,,Fiction,,404,paperback,['Fiction'],,,,0.462977977908779
722,722,,Dare to Love,Carly Phillips,4.5,,9780989311298,,Fiction,,256,ebook,['Fiction'],,0.875,,0.462977977908779
723,723,,Love Only Once,Johanna Lindsey,5.0,,9780739446461,,England,,452,paperback,['England'],,1.0,,0.462977977908779
724,724,,Above and Beyond,Sandra Brown,,,9781551662916,,Fiction,,297,paperback,['Fiction'],,,,0.462977977908779
725,725,,The Missing Sister,Lucinda Riley,,,9781952457234,,romance,,576,paperback,['romance'],,,,0.462977977908779
726,726,,The Viscount Who Loved Me,Julia Quinn,,,9780063279469,,Fiction,,512,paperback,['Fiction'],,,,0.462977977908779
727,727,,Spirit Bound,Richelle Mead,4.5,,9781921518867,,Boarding school students,,489,paperback,['Boarding school students'],,0.875,,0.5117378485186059
728,728,,Northanger Abbey,Jane Austen,,,9781908533272,,Books and reading,,256,paperback,['Books and reading'],,,,0.40826497218422236
729,729,,Mansfield Park,Jane Austen,,,9781410429681,,Fiction,,661,paperback,['Fiction'],,,,0.40826497218422236
730,730,,Fine Things,Danielle Steel,,,9780440200567,,Fiction,,415,paperback,['Fiction'],,,,0.462977977908779
731,731,,Before the Season Ends,Linore Rose Burkard,3.5,,9781594676734,,Fiction,,322,paperback,['Fiction'],,0.625,,0.462977977908779
