,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format
295,386,Dead Until Dark,Charlaine Harris,3.97,552584,9780441008537,0441008534,"Fantasy, Vampires, Paranormal, Romance, Urban Fantasy, Fiction, Mystery","Sookie Stackhouse, #1",292,Mass Market Paperback
296,388,Number the Stars,Lois Lowry,4.19,598509,9780440227533,0440227534,"Historical Fiction, Young Adult, Fiction, Classics, Middle Grade, Historical, Childrens",,137,Mass Market Paperback
297,389,Bridget Jones’s Diary,Helen Fielding,3.81,1005492,9780140280098,014028009X,"Fiction, Chick Lit, Romance, Contemporary, Humor, Comedy, Adult Fiction","Bridget Jones, #1",288,Hardcover
298,390,Ignite Me,Tahereh Mafi,4.45,591183,9780062085597,B07H56SK9J,"Fantasy, Dystopia, Romance, Young Adult, Enemies To Lovers, Science Fiction, Fiction","Shatter Me, #3",408,Kindle Edition
299,391,The Magician’s Nephew,C.S. Lewis,4.05,576678,9780060764906,0060764902,"Fantasy, Fiction, Young Adult, Childrens, Middle Grade, Christian, Adventure","Chronicles of Narnia, #6",221,Mass Market Paperback
300,392,The Art of Racing in the Rain,Garth Stein,4.23,539090,9781554681723,1554681723,"Fiction, Animals, Dogs, Audiobook, Adult Fiction, Book Club, Contemporary",,336,Hardcover
301,393,V for Vendetta,Alan Moore,4.26,317098,9781401207922,1401207928,"Graphic Novels, Comics, Fiction, Dystopia, Science Fiction, Graphic Novels Comics, Classics",,296,Hardcover
302,394,Eleanor & Park,Rainbow Rowell,3.93,1224357,9781250012579,1250012570,"Young Adult, Romance, Fiction, Contemporary, Realistic Fiction, Audiobook, Coming Of Age",,328,Hardcover
303,395,American Psycho,Bret Easton Ellis,3.81,340536,9780679735779,0679735771,"Fiction, Horror, Classics, Thriller, Crime, Contemporary, Novels",,399,Paperback
304,396,War and Peace,Leo Tolstoy,4.16,350300,9780192833983,0192833987,"Classics, Fiction, Historical Fiction, Russia, Russian Literature, Literature, War",,1392,Paperback
305,397,Franny and Zooey,J.D. Salinger,3.96,231732,9780316769020,0316769029,"Fiction, Short Stories, Literature, Classics, American, Novels, Literary Fiction",,201,Paperback
306,398,Beowulf,Unknown,3.49,332790,9780393320978,0393320979,"Poetry, Fiction, Fantasy, Classics, Mythology, School, Literature",,259,Paperback
307,400,Love You Forever,Robert Munsch,4.38,243360,9780920668375,0920668372,"Picture Books, Childrens, Fiction, Classics, Family, Love, Kids",,32,Paperback
308,401,The Witches,Roald Dahl,4.18,414489,9780590032490,0590032496,"Fantasy, Childrens, Fiction, Classics, Middle Grade, Young Adult, Witches",,208,Paperback
309,402,A Little Life,Hanya Yanagihara,4.3,805878,9780385539258,0385539258,"Fiction, Contemporary, Literary Fiction, LGBT, Queer, Mental Health, Novels",,720,Hardcover
310,403,Allegiant,Veronica Roth,3.6,1105978,9780007524273,0007524277,"Young Adult, Dystopia, Fiction, Fantasy, Science Fiction, Romance, Adventure","Divergent, #3",531,Hardcover
311,404,A Short History of Nearly Everything,Bill Bryson,4.22,406241,9780767908184,076790818X,"Nonfiction, Science, History, Audiobook, Humor, Physics, Popular Science",,544,Paperback
312,405,Harry Potter Series Box Set,J.K. Rowling,4.73,297101,9780545044257,0545044251,"Fantasy, Young Adult, Fiction, Magic, Childrens, Adventure, Classics","Harry Potter, #1-7",4100,Hardcover
313,406,The Gunslinger,Stephen King,3.92,640743,9781501143519,1501143514,"Fantasy, Fiction, Horror, Science Fiction, Audiobook, Adventure, Science Fiction Fantasy","The Dark Tower, #1",231,Paperback
314,407,If I Stay,Gayle Forman,3.91,946043,9780525421030,0525421033,"Young Adult, Romance, Contemporary, Fiction, Realistic Fiction, Teen, Music","If I Stay, #1",208,Hardcover
315,408,The Power of One,Bryce Courtenay,4.35,91852,9780345410054,034541005X,"Fiction, Historical Fiction, Africa, Classics, South Africa, Coming Of Age, Historical","The Power of One, #1",544,Paperback
316,409,The Complete Novels,Jane Austen,4.57,33701,9780140259445,0140259449,"Classics, Fiction, Romance, Historical Fiction, Literature, Historical, Classic Literature",,1344,Paperback
317,410,Gulliver’s Travels,Jonathan Swift,3.59,289443,9780141439495,B06XVF5QFY,"Classics, Fiction, Fantasy, Adventure, Literature, Novels, 18th Century",,306,Paperback
318,411,The Eye of the World,Robert Jordan,4.19,561639,9780812511819,0812511816,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Science Fiction Fantasy, Adventure","The Wheel of Time, #1",800,Mass Market Paperback
319,412,The House of Hades,Rick Riordan,4.57,456454,9781423146728,1423146727,"Fantasy, Mythology, Young Adult, Fiction, Middle Grade, Adventure, Greek Mythology","The Heroes of Olympus, #4",597,Hardcover
320,413,Tuck Everlasting,Natalie Babbitt,3.9,285711,9780374480097,0374480095,"Fantasy, Classics, Young Adult, Fiction, Childrens, Middle Grade, School",,148,Paperback
321,414,It Ends with Us,Colleen Hoover,4.12,4233241,9781668021040,1668021048,"Fiction, Contemporary, Audiobook, New Adult, Contemporary Romance, Abuse, Chick Lit","It Ends with Us, #1",386,Kindle Edition
322,415,Fifty Shades Freed,E.L. James,3.83,892739,9780345803504,B00DNW19FC,"Romance, Erotica, Fiction, BDSM, Contemporary, Contemporary Romance, Chick Lit","Fifty Shades, #3",579,Paperback
323,417,’Salem’s Lot,Stephen King,4.1,623014,9780450031069,0450031063,"Horror, Fiction, Vampires, Fantasy, Thriller, Paranormal, Audiobook",,483,Paperback
324,418,A Portrait of the Artist as a Young Man,James Joyce,3.64,158707,9780142437346,0142437344,"Classics, Fiction, Literature, Irish Literature, Ireland, Novels, 20th Century",,329,Paperback
325,420,11/22/63,Stephen King,4.34,593292,9781451627282,1451627289,"Fiction, Historical Fiction, Science Fiction, Time Travel, Horror, Fantasy, Thriller",,849,Hardcover
326,421,The Grapes of Wrath,John Steinbeck,4.02,954793,9780670016907,067001690X,"Classics, Fiction, Historical Fiction, Literature, Novels, School, American",,496,Hardcover
327,422,Heir of Fire,Sarah J. Maas,4.46,1277428,9781619630659,1619630656,"Young Adult, Romance, Fantasy, Fiction, Magic, Fae, Romantasy","Throne of Glass, #3",565,Hardcover
328,423,Inferno,Dante Alighieri,4.03,195592,9780812970067,B0BQJ59T18,"Classics, Poetry, Fiction, Literature, Religion, Fantasy, School",,490,Kindle Edition
329,425,Fourth Wing,Rebecca Yarros,4.58,2778289,9781649374042,1649374046,"Romantasy, Dragons, Fiction, Audiobook, Enemies To Lovers, Fantasy Romance, Magic","The Empyrean, #1",498,Hardcover
330,426,Tao Te Ching,Lao Tzu,4.29,172111,9780679724346,0679724346,"Philosophy, Nonfiction, Classics, Spirituality, Poetry, China, Self Help",,107,Paperback
331,427,Cold Mountain,Charles Frazier,3.89,246749,9780802142849,0802142842,"Historical Fiction, Fiction, Historical, Romance, Civil War, War, Classics",,449,Paperback
332,428,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.19,242797,9780553212280,0553212281,"Classics, Horror, Fiction, Short Stories, Poetry, Gothic, Mystery",,448,Mass Market Paperback
333,430,Cloud Atlas,David Mitchell,4.01,258864,9780375507250,B00A2M3QD4,"Fiction, Science Fiction, Fantasy, Historical Fiction, Dystopia, Literary Fiction, Contemporary",,509,Paperback
334,431,Go Ask Alice,Beatrice Sparks,3.74,283714,9781416914631,1416914633,"Young Adult, Fiction, Classics, Contemporary, Mental Health, Banned Books, Realistic Fiction",,213,Paperback
335,432,The Hunchback of Notre-Dame,Victor Hugo,4.02,210004,9780451527882,0451527887,"Fiction, Classics, Historical Fiction, France, Literature, Gothic, French Literature",,510,Paperback
336,433,Eldest,Christopher Paolini,4.04,473102,9780375840401,0375840400,"Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, High Fantasy","The Inheritance Cycle, #2",704,Paperback
337,435,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.83,628127,9780451528957,0451528956,"Horror, Gothic, Mystery, Science Fiction, Fantasy, Audiobook, Literature",,139,Mass Market Paperback
338,436,The Martian Chronicles,Ray Bradbury,4.16,275316,9780553278224,B00LNVWRG0,"Science Fiction, Fiction, Classics, Short Stories, Fantasy, Science Fiction Fantasy, Audiobook",,182,Mass Market Paperback
339,437,Dark Lover,J.R. Ward,4.16,345527,9780451216953,0451216954,"Paranormal, Vampires, Paranormal Romance, Fantasy, Urban Fantasy, Fiction, Supernatural","Black Dagger Brotherhood, #1",393,Mass Market Paperback
340,438,Brisingr,Christopher Paolini,4.1,398804,9780375826726,0375826726,"Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, High Fantasy",The Inheritance Cycle #3,748,Hardcover
341,440,Steppenwolf,Hermann Hesse,4.13,201227,9780140282580,0140282580,"Fiction, Classics, Philosophy, German Literature, Literature, Novels, Germany",,256,Paperback
342,441,Beautiful Creatures,Kami Garcia,3.77,613053,9780316042673,0316042676,"Fantasy, Young Adult, Romance, Paranormal, Fiction, Magic, Supernatural","Caster Chronicles, #1",563,Hardcover
343,442,The BFG,Roald Dahl,4.23,507685,9780141311371,0141311371,"Fantasy, Childrens, Fiction, Middle Grade, Young Adult, Humor, Adventure",,199,Paperback
344,445,Red Queen,Victoria Aveyard,3.99,1105466,9780062310637,0062310631,"Young Adult, Dystopia, Romance, Fiction, Young Adult Fantasy, Audiobook, Magic","Red Queen, #1",388,Hardcover
345,446,Hidden Pictures,Jason Rekulak,4.16,447917,9781250819345,1250819342,"Horror, Thriller, Mystery, Fiction, Mystery Thriller, Audiobook, Paranormal",,372,Hardcover
346,447,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,3.92,1320116,9781594744761,1594744769,"Fantasy, Young Adult, Fiction, Paranormal, Mystery, Horror, Historical Fiction","Miss Peregrine's Peculiar Children, #1",352,Hardcover
347,448,Stargirl,Jerry Spinelli,3.77,332342,9780439488402,0439488400,"Young Adult, Fiction, Contemporary, Romance, Realistic Fiction, Middle Grade, Childrens","Stargirl, #1",186,Paperback
348,450,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,207938,9780312282998,B007C4D1G2,"Fiction, Historical Fiction, Novels, Literary Fiction, Literature, Historical, Contemporary",,639,Paperback
349,451,Where the Crawdads Sing,Delia Owens,4.38,3376781,9780735219113,0735219117,"Fiction, Historical Fiction, Mystery, Audiobook, Romance, Contemporary, Historical",,384,ebook
350,453,The Amber Spyglass,Philip Pullman,4.1,372702,9780440238157,0440238153,"Fantasy, Young Adult, Fiction, Adventure, Audiobook, Science Fiction, Childrens","His Dark Materials, #3",465,Mass Market Paperback
351,454,City of Heavenly Fire,Cassandra Clare,4.38,403201,9781481426305,1481426303,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Vampires, Fiction","The Mortal Instruments, #6",725,Hardcover
352,455,زندگی مه آلود پریا,سید مرتضی مصطفوی,3.34,1031,9786007072714,6007072711,Fiction,,204,ebook
353,457,Circe,Madeline Miller,4.23,1217108,9780316556347,0316556343,"Fantasy, Fiction, Mythology, Historical Fiction, Greek Mythology, Audiobook, Retellings",,393,Hardcover
354,458,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.78,238678,9780060589462,0060589469,"Philosophy, Fiction, Classics, Spirituality, Travel, Psychology, Self Help","Phaedrus, #1",540,Mass Market Paperback
355,459,The Firm,Robin Waterfield,4.06,633429,9780582418271,0582418275,"Fiction, Thriller, Mystery, Crime, Suspense, Mystery Thriller, Legal Thriller",,76,Paperback
356,461,Doctor Zhivago,Boris Pasternak,4.01,99986,9780679774389,0679774386,"Fiction, Historical Fiction, Russia, Russian Literature, Classics, Romance, Literature",,592,Paperback
357,462,Dear John,Nicholas Sparks,4.04,610444,9780446528054,0446528056,"Romance, Fiction, Chick Lit, Contemporary, Contemporary Romance, Young Adult, Adult Fiction",,276,Hardcover
358,463,Coraline,Neil Gaiman,4.13,746739,9780061139376,0061139378,"Fantasy, Horror, Fiction, Young Adult, Middle Grade, Childrens, Audiobook",,176,Paperback
359,464,The English Patient,Michael Ondaatje,3.86,136025,9780771068713,0771068719,"Fiction, Historical Fiction, Classics, Romance, War, Historical, Canada",,320,Hardcover
360,465,Midnight’s Children,Salman Rushdie,3.98,129100,9780099578512,0099578514,"Fiction, Magical Realism, Classics, India, Historical Fiction, Fantasy, Literature",,647,Paperback
361,466,The Last Song,Nicholas Sparks,4.16,565019,9780446547567,B0046NN9AU,"Romance, Fiction, Young Adult, Contemporary, Chick Lit, Drama, Contemporary Romance",,390,Paperback
362,467,A Court of Mist and Fury,Sarah J. Maas,4.64,2742893,9781635575583,1635575583,"Fantasy, Romance, Romantasy, Young Adult, Fiction, New Adult, Fae","A Court of Thorns and Roses, #2",626,Paperback
363,468,All the Bright Places,Jennifer Niven,4.12,604253,9780385755887,0385755880,"Young Adult, Romance, Contemporary, Fiction, Mental Health, Realistic Fiction, Mental Illness",,388,Hardcover
364,470,Crescendo,Becca Fitzpatrick,3.98,332266,9781416989431,1416989439,"Young Adult, Fantasy, Romance, Angels, Paranormal, Paranormal Romance, Fiction","Hush, Hush, #2",427,Hardcover
365,472,Crown of Midnight,Sarah J. Maas,4.36,1452603,9781619630628,1619630621,"Young Adult, Romance, Fiction, Magic, Romantasy, Young Adult Fantasy, High Fantasy","Throne of Glass, #2",420,Hardcover
366,473,Midnight in the Garden of Good and Evil,John Berendt,3.92,284397,9780679751526,0679751521,"Nonfiction, True Crime, Mystery, Crime, History, Classics, Audiobook",,386,Paperback
367,474,A Streetcar Named Desire,Tennessee Williams,3.98,327489,9780822210894,0822210894,"Plays, Classics, Fiction, Drama, School, Read For School, Literature",,107,Paperback
368,475,My Ántonia,Willa Cather,3.84,142916,9781583485095,1583485090,"Fiction, Historical Fiction, Classics, Literature, School, American, Historical",,219,Paperback
369,476,The One,Kiera Cass,4.14,741238,9780062059994,0062059998,"Romance, Young Adult, Dystopia, Fantasy, Fiction, Audiobook, Science Fiction","The Selection, #3",323,Hardcover
370,477,The Invisible Life of Addie LaRue,Victoria E. Schwab,4.18,1308636,9780765387561,0765387565,"Fantasy, Fiction, Romance, Historical Fiction, Historical, Magical Realism, LGBT",,448,Hardcover
371,478,Local Woman Missing,Mary Kubica,4.13,629481,9780778311669,077831166X,"Thriller, Mystery, Mystery Thriller, Audiobook, Fiction, Suspense, Crime",,356,Paperback
372,479,Breakfast of Champions,Kurt Vonnegut Jr.,4.06,271423,9780385334204,0385334206,"Fiction, Classics, Science Fiction, Humor, Literature, Novels, American",,303,Paperback
373,481,The Prince,Niccolò Machiavelli,3.84,362710,9780937832387,0937832383,"Philosophy, Nonfiction, Politics, History, Political Science, Literature, Italy",,144,Paperback
374,483,The Virgin Suicides,Jeffrey Eugenides,3.79,381025,9780747560593,0747560595,"Fiction, Young Adult, Literary Fiction, Coming Of Age, Mental Health, Contemporary, Novels",,250,Paperback
375,485,Daughter of Smoke & Bone,Laini Taylor,3.99,379088,9780316134026,0316134023,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Angels, Fiction","Daughter of Smoke & Bone, #1",418,Hardcover
376,486,A Fine Balance,Rohinton Mistry,4.38,154810,9781400030651,140003065X,"Fiction, Historical Fiction, India, Indian Literature, Literary Fiction, Historical, Asia",,603,Paperback
377,487,Hopeless,Colleen Hoover,4.23,640894,9781301949823,B08GWTKXCP,"Romance, New Adult, Young Adult, Contemporary, Fiction, Contemporary Romance, Abuse","Hopeless, #1",410,Kindle Edition
378,488,Queen of Shadows,Sarah J. Maas,4.62,1142321,9781619636040,1619636042,"Young Adult, Romance, Fiction, Fae, Magic, Romantasy, Young Adult Fantasy","Throne of Glass, #4",648,Hardcover
379,489,"Red, White & Royal Blue",Casey McQuiston,4.06,1140209,9781250316776,1250316774,"Romance, LGBT, Contemporary, Fiction, Queer, Young Adult, Enemies To Lovers",,448,Paperback
380,490,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.39,977692,9781400064168,1400064163,"Nonfiction, History, Biography, World War II, War, Historical, Audiobook",,475,Hardcover
381,492,A Feast for Crows,George R.R. Martin,4.17,766454,9780553582024,B005JV4KFG,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Dragons","A Song of Ice and Fire, #4",1060,Mass Market Paperback
382,493,Death of a Salesman,Arthur Miller,3.58,248305,9780435233075,0435233076,"Classics, Plays, Fiction, Drama, School, Theatre, Literature",,144,Hardcover
383,494,Carrie,Stephen King,3.99,793640,9781416524304,1416524304,"Horror, Fiction, Thriller, Classics, Fantasy, Paranormal, Supernatural",,272,Mass Market Paperback
384,495,Flowers in the Attic,V.C. Andrews,3.85,227705,9780743496315,B000FCSIOS,"Fiction, Horror, Young Adult, Classics, Gothic, Mystery, Thriller","Dollanganger, #1",389,Paperback
385,496,Pippi Longstocking,Astrid Lindgren,4.15,205101,9780142402498,0142402494,"Classics, Childrens, Fiction, Middle Grade, Fantasy, Young Adult, Humor","Pippi Långstrump, #1",160,Mass Market Paperback
386,497,The Hate U Give,Angie Thomas,4.46,966573,9780062498533,0062498533,"Young Adult, Fiction, Contemporary, Audiobook, Realistic Fiction, Race, Social Justice","The Hate U Give, #1",454,Hardcover
387,498,Evermore,Alyson Noel,3.59,295741,9780312532758,031253275X,"Young Adult, Fantasy, Paranormal, Romance, Paranormal Romance, Fiction, Supernatural","The Immortals, #1",301,Paperback
388,499,We Were Liars,E. Lockhart,3.66,1236013,9780385741279,0385741278,"Young Adult, Mystery, Fiction, Contemporary, Romance, Thriller, Mystery Thriller",,242,Kindle Edition
389,500,The Scarlet Pimpernel,Emmuska Orczy,4.07,138835,9781576469231,1576469239,"Classics, Historical Fiction, Fiction, Adventure, Historical, Mystery, France",,182,Paperback
390,501,The Nightingale,Kristin Hannah,4.64,1743746,9780312577223,0312577222,"Historical Fiction, Fiction, Historical, Audiobook, World War II, War, Romance",,564,Hardcover
391,502,I Know Why the Caged Bird Sings,Maya Angelou,4.3,557511,9780553279375,B00P4JQBIC,"Nonfiction, Classics, Memoir, Biography, Autobiography, Poetry, Feminism","Maya Angelou's Autobiography, #1",289,Paperback
392,503,The Host,Stephenie Meyer,3.86,1032867,9780316068048,0316068047,"Fantasy, Young Adult, Science Fiction, Romance, Fiction, Dystopia, Paranormal","The Host, #1",619,Hardcover
393,504,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,,725687,9780609608449,0609608444,"Nonfiction, History, True Crime, Crime, Historical, Mystery, Audiobook",,464,Hardcover
394,505,Persuasion,Jane Austen,4.15,738884,9780192802637,0192802631,"Fiction, Classics, Historical Fiction, Audiobook, Historical, Literature, 19th Century",,249,Paperback
395,507,The Raven Boys,Maggie Stiefvater,4.05,388254,9780545424929,0545424925,"Fantasy, Young Adult, Paranormal, Romance, Fiction, Audiobook, Urban Fantasy","The Raven Cycle, #1",409,Hardcover
396,509,Sharp Objects,Gillian Flynn,4.01,1148397,9780297851530,0297851535,"Mystery, Thriller, Fiction, Mystery Thriller, Crime, Audiobook, Suspense",,254,Paperback
397,511,Anna and the French Kiss,Stephanie Perkins,3.96,460405,9780525423270,0525423273,"Romance, Young Adult, Contemporary, Fiction, Chick Lit, Realistic Fiction, Contemporary Romance","Anna and the French Kiss, #1",372,Hardcover
398,512,Northanger Abbey,Jane Austen,3.85,429190,9781593082642,1593082649,"Classics, Fiction, Gothic, Historical Fiction, Literature, Audiobook, Historical",,260,Paperback
399,,A Game of Thrones,George R. R. Martin,4.5,,,,Fiction,,876,paperback
400,,The Invisible Man,"Len Jenkin, Herbert George Wells",,,9780871299840,,Drama,,78,paperback
401,,Cards on the Table,Agatha Christie,,,9780006162810,,Fiction,,228,paperback
402,,4.50 from Paddington,Agatha Christie,,,9780006157625,,Fiction,,228,paperback
403,,The House at Riverton,Kate Morton,3.0,,9781416550532,,Fiction,,496,paperback
404,,A Murder is Announced,Agatha Christie,,,9780553350401,,Fiction,,244,paperback
405,,The Redbreast,Jo Nesbo,,,9780061133992,,Fiction,,532,paperback
406,,The Peculiar Pumpkin Thief,Geronimo Stilton,4.5,,9780545103725,,Juvenile Fiction,,130,paperback
407,,My Name is Red,Orhan Pamuk,,,9780571200474,,Art,,417,paperback
408,,The Black Tower,P.D. James,,,9780743219617,,Fiction,,352,paperback
409,,And Then There Were None,Agatha Christie,4.0,,9780312979478,,Fiction,,294,paperback
410,,The Night Manager,John Le Carré,3.5,,9780345385765,,Fiction,,484,paperback
411,,The ABC Murders,Agatha Christie,,,9780006167242,,"Detective and mystery stories, English",,224,paperback
412,,Blessed Are Those Who Thirst,Anne Holt,,,9781451634785,,Fiction,,232,paperback
413,,The Golden Ball and Other Stories,Agatha Christie,,,9780553350654,,Fiction,,260,paperback
414,,The Surgeon,Tess Gerritsen,,,9780786235742,,Fiction,,530,paperback
415,,The Da Vinci Code,Dan Brown,5.0,,9780593054253,,Art museum curators,,484,paperback
416,,A Dangerous Fortune,Ken Follett,,,9780333580318,,Detective and mystery stories,,434,paperback
417,,The Road to Gandolfo,Robert Ludlum,,,9780553271096,,Fiction,,322,paperback
418,,Hercule Poirot's Christmas,Agatha Christie,,,9780708917244,,Fiction,,384,paperback
419,,True Evil,Greg Iles,,,9781416524533,,Fiction,,672,paperback
420,,"Loves Music, Loves to Dance",Mary Higgins Clark,5.0,,9780671758899,,Fiction,,339,paperback
421,,What Mrs. McGillicuddy Saw!,Agatha Christie,,,9780671556457,,Fiction,,264,paperback
422,,Paper Money,Ken Follett,4.0,,9780451159045,,Fiction,,260,paperback
423,,Tuesday,David Wiesner,3.0,,9780395870822,,Juvenile Fiction,,36,paperback
424,,Missing Joseph,Elizabeth George,4.0,,9780553566048,,Fiction,,612,paperback
425,,The Runaway Jury,John Grisham,3.0,,9780440221470,,Fiction,,568,paperback
426,,Contest,Matthew Reilly,4.5,,9780312990046,,Fiction,,452,paperback
427,,"""A"" is for Alibi",Sue Grafton,,,9780553279917,,Fiction,,238,paperback
428,,From Doon with Death,Ruth Rendell,,,9781405685306,,Detective and mystery stories,,184,paperback
429,,The Harlequin Tea Set and Other Stories,Agatha Christie,4.0,,9780425165157,,Fiction,,228,paperback
430,,Problem at Pollensa Bay,Agatha Christie,,,9780708986899,,Detective and mystery stories,,240,paperback
431,,Five on Kirrin Island Again,Enid Blyton,5.0,,9780340548806,,Criminals,,153,paperback
432,,"Mr. Parker Pyne, Detective",Agatha Christie,,,9780553350616,,Detective and mystery stories,,214,paperback
433,,The Black Opal,"Eleanor Burford Hibbert, Victoria Holt",,,9780449222713,,Fiction,,388,paperback
434,,The Girl with the Dragon Tattoo,"Stieg Larsson, Reg Keeland (translator.)",3.0,,9781849163828,,Computer hackers,,532,paperback
435,,The Messenger,Markus Zusak,5.0,,9780330363884,,Fiction,,400,paperback
436,,George's Secret Key to the Universe,"Lucy Hawking, Stephen Hawking, Christophe Galfard",,,9780385611817,,Adventure and adventurers,,360,paperback
437,,Why Didn't They Ask Evans?,Agatha Christie,,,9780002318846,,Detective and mystery stories,,216,paperback
438,,Cat Among the Pigeons,Agatha Christie,,,9780006161745,,Boarding schools,,224,paperback
439,,The Redeemer,Jo Nesbø,,,9780099505969,,Fiction,,578,paperback
440,,Angels and Demons,Dan Brown,,,9780593054864,,Anti-Catholicism,,536,paperback
441,,The Big Four,Agatha Christie,5.0,,9780006169185,,Detective and mystery stories,,221,paperback
442,,By the Pricking of My Thumbs,Agatha Christie,,,9780006165705,,"Beresford, Tommy (Fictitious character)",,224,paperback
443,,Cry Wolf,Wilbur Smith,4.0,,9780312982584,,Fiction,,484,paperback
444,,Skin Privilege,Karin Slaughter,,,9780099553120,,Fiction,,578,paperback
445,,Death Comes as the End,Agatha Christie,,,9780006163732,,Detective and mystery stories,,219,paperback
446,,The Case of the Creative Crime,Carolyn Keene,,,9780743437486,,Artist colonies,,166,paperback
447,,The Clocks,Agatha Christie,,,9780854566662,,Fiction,,416,paperback
448,,Still Life,Louise Penny,,,9780312948559,,Fiction,,322,paperback
449,,Waiting for Wednesday,Nicci French,,,9780670015771,,Fiction,,372,paperback
450,,Déjà Dead,Kathy Reichs,,,9780099574859,,Fiction,,548,paperback
451,,Death on the Nile,Agatha Christie,,,9780006153566,,English fiction,,222,paperback
452,,The Angel of Darkness,Caleb Carr,,,9780345427632,,Fiction,,772,paperback
453,,Archer's Goon,Diana Wynne Jones,,,9780749709099,,mystery,,240,paperback
454,,Stop the Clock,Carolyn Keene,4.0,,9780689873362,,Juvenile Fiction,,164,paperback
455,,Five Go Off to Camp,Enid Blyton,,,9780340765203,,Children's stories,,201,paperback
456,,Where Are You Now?,Mary Higgins Clark,,,9781416570882,,Fiction,,372,paperback
457,,The Hound of the Baskervilles,Arthur Conan Doyle,,,9780590702300,,Detective and mystery stories,,178,paperback
458,,Moby Dick. Con CD,Herman Melville,,,9788853006103,,Education,,128,paperback
459,,"Good Morning, Midnight",Reginald Hill,,,9780770429430,,"Dalziel, Andrew (Fictitious character)",,544,paperback
460,,Brother Odd,Dean Ray Koontz,4.5,,9780553589108,,Abandoned children,,466,paperback
461,,Fractured,Karin Slaughter,,,9780099538592,,Abused wives,,530,paperback
462,,Crooked House,Agatha Christie,,,9780006751298,,mystery,,188,paperback
463,,Blood Price,Tanya Huff,,,9780756408404,,Fiction,,274,paperback
464,,The labours of Hercules,Agatha Christie,,,9780006141969,,Mystery,,256,paperback
465,,Purr-fect Crime,"Martin Harry Greenberg, Carol-Lynn Rossel Waugh, Isaac Asimov",,,9781567310849,,Fiction,,296,paperback
466,,The Girl on the Train,Paula Hawkins,,,9780750542234,,Commuters,,408,paperback
467,,Bitter Medicine,Sara Paretsky,,,9780345347220,,Fiction,,276,paperback
468,,Ordeal by Innocence,Agatha Christie,,,9780006170679,,Detective and mystery stories,,192,paperback
469,,The Full Cupboard of Life,Alexander McCall Smith,,,9780954407506,,Botswana,,202,paperback
470,,A Time to Kill,John Grisham,4.0,,9780440211723,,Fiction,,532,paperback
471,,Longshot,Dick Francis,,,9780399135811,,Fiction,,324,paperback
472,,The Art Thief,Noah Charney,,,9781416563006,,Art thefts,,290,paperback
473,,London Match,Len Deighton,4.0,,9780345332684,,Fiction,,452,paperback
474,,Second Wind,Dick Francis,,,9780515129236,,Fiction,,276,paperback
475,,Confessor,Terry Goodkind,,,9780007250820,,Fiction,,609,paperback
476,,A Pocket Full of Rye,Agatha Christie,,,9780708910665,,Fiction,,335,paperback
477,,Wilful Behaviour,Donna Leon,,,9780099415183,,"Brunetti, Guido (Fictitious character)",,372,paperback
478,,The Secret in the Old Lace,Carolyn Keene,,,9780671690670,,Juvenile Fiction,,180,paperback
479,,Seven Up,Janet Evanovich,4.0,,9780312980146,,Fiction,,372,paperback
480,,Hard News,Jeffery Deaver,,,9780553583298,,Fiction,,291,paperback
481,,The Teen Model Mystery,Carolyn Keene,5.0,,9780671872083,,Juvenile Fiction,,164,paperback
482,,The Mystery of the Missing Necklace,Enid Blyton,4.0,,9781405203975,,Adventure fiction,,217,paperback
483,,The adventure of the Christmas pudding,Agatha Christie,,,9780006140764,,Mystery,,224,paperback
484,,SCOOB! Junior Novelization (Scooby-Doo),David Lewman,,,9780593178546,,Juvenile Fiction,,145,paperback
485,,The Secret of Chimneys,Agatha Christie,,,9782830208498,,Large type books,,435,paperback
486,,Payment in Blood,Elizabeth George,3.5,,9780553284362,,Fiction,,374,paperback
487,,Body of Evidence,Patricia Cornwell,,,9780751505122,,Detective and mystery stories,,387,paperback
488,,The Murder at the Vicarage,Agatha Christie,,,9780907486398,,Mystery,,380,paperback
489,,Riverboat Ruse,Carolyn Keene,,,9780689873355,,Juvenile Fiction,,166,paperback
490,,"Merry Christmas, Alex Cross",James Patterson,,,9780316224192,,Fiction,,432,paperback
491,,Strangers in Death,J. D. Robb,,,9780749938833,,Businessmen,,368,paperback
