,Unnamed: 0.1,Unnamed: 0,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format,Rank_Score,Rating_Score,NumRatings_Score,Quality_Score,Genre_List,Cluster,PCA1,PCA2
10,38,38,54.0,The Kite Runner,Khaled Hosseini,4.35,3336334.0,9781594631931,159463193X,"Fiction, Historical Fiction, Contemporary, Novels, Historical, School, Literature",,371,Paperback,0.8962818003913895,0.8374999999999999,0.3579519666734602,0.7323084417662125,"['Fiction', 'Historical Fiction', 'Contemporary', 'Novels', 'Historical', 'School', 'Literature']",3,-0.009534743813631903,-0.1763741717858203
11,34,34,48.0,A Game of Thrones,George R.R. Martin,4.45,2631401.0,9780553588484,0553588486,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Science Fiction Fantasy, Adventure","A Song of Ice and Fire, #1",835,Mass Market Paperback,0.9080234833659492,0.8625,0.2822970250615519,0.7288301271068753,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Adventure']",4,-0.17572788063338424,-0.17938676226498543
12,11,11,17.0,The Little Prince,Antoine de Saint-Exupéry,4.33,2302532.0,9780152023980,0152023984,"Classics, Fiction, Fantasy, Childrens, France, Philosophy, Young Adult",,96,Hardcover,0.9686888454011742,0.8325,0.2470020892407482,0.7201727336604806,"['Classics', 'Fiction', 'Fantasy', 'Childrens', 'France', 'Philosophy', 'Young Adult']",4,-0.21148568343030283,-0.15415871517796817
13,29,29,41.0,A Thousand Splendid Suns,Khaled Hosseini,4.45,1641637.0,9781594489501,B002FVPH5A,"Fiction, Historical Fiction, Historical, Classics, Novels, War, Literary Fiction",,372,Hardcover,0.9217221135029354,0.8625,0.1760734014979385,0.7056988787502185,"['Fiction', 'Historical Fiction', 'Historical', 'Classics', 'Novels', 'War', 'Literary Fiction']",3,0.09271283112292568,-0.15524895794203875
14,6,6,8.0,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,4.61,139673.0,9780345538376,0345538374,"Fantasy, Fiction, Classics, Adventure, Science Fiction Fantasy, Epic Fantasy, High Fantasy",,1728,Mass Market Paperback,0.9863013698630136,0.9025,0.0148793607547925,0.7015451826544515,"['Fantasy', 'Fiction', 'Classics', 'Adventure', 'Science Fiction Fantasy', 'Epic Fantasy', 'High Fantasy']",4,-0.1748435417861169,-0.1859359405037841
15,54,54,72.0,The Girl With the Dragon Tattoo,Stieg Larsson,4.17,3332725.0,9780670069019,0670069019,"Fiction, Mystery, Thriller, Crime, Mystery Thriller, Suspense, Contemporary",Millennium #1,480,Hardcover,0.8610567514677103,0.7925,0.3575646409499128,0.7009053481044057,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']",2,-0.24838334319187907,0.03356812119031968
16,8,8,12.0,The Giving Tree,Shel Silverstein,4.38,1190454.0,9780060256654,0060256656,"Childrens, Classics, Fiction, Picture Books, Poetry, Young Adult, Fantasy",,64,Hardcover,0.9784735812133072,0.845,0.1276514613684714,0.6990312606454447,"['Childrens', 'Classics', 'Fiction', 'Picture Books', 'Poetry', 'Young Adult', 'Fantasy']",4,-0.21784707539524817,-0.1489216570364119
17,115,115,153.0,Catching Fire,Suzanne Collins,4.34,3856108.0,9780439023498,0439023491,"Young Adult, Fiction, Fantasy, Science Fiction, Romance, Audiobook, Teen","The Hunger Games, #2",391,Hardcover,0.7025440313111546,0.835,0.4137352419937927,0.6965698183262368,"['Young Adult', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Audiobook', 'Teen']",4,-0.10495066341377214,-0.2125046287323036
18,12,12,18.0,Jane Eyre,Charlotte Brontë,4.15,2219334.0,9780142437209,0142437204,"Fiction, Gothic, Historical Fiction, Literature, Historical, School, Audiobook",,532,Paperback,0.9667318982387476,0.7875000000000001,0.238073099064054,0.6949512493257004,"['Fiction', 'Gothic', 'Historical Fiction', 'Literature', 'Historical', 'School', 'Audiobook']",3,-0.02441684201295629,-0.1646215748503656
19,17,17,26.0,The Alchemist,Paulo Coelho,3.92,3337364.0,9780061122415,B00A2KBUGQ,"Fiction, Fantasy, Philosophy, Self Help, Novels, Spirituality, Audiobook",,197,Paperback,0.9510763209393348,0.73,0.3580625085119899,0.6922847073628311,"['Fiction', 'Fantasy', 'Philosophy', 'Self Help', 'Novels', 'Spirituality', 'Audiobook']",5,-0.198354181264856,-0.03186574070419012
20,9,9,14.0,Gone with the Wind,Margaret Mitchell,4.31,1247885.0,9780446365383,0446365386,"Classics, Historical Fiction, Fiction, Romance, Historical, Literature, War",,1037,Mass Market Paperback,0.974559686888454,0.8274999999999999,0.1338150811049762,0.6908436919983576,"['Classics', 'Historical Fiction', 'Fiction', 'Romance', 'Historical', 'Literature', 'War']",3,-0.027728302613077488,-0.20153010499326482
21,15,15,24.0,Memoirs of a Geisha,Arthur Golden,4.16,2062520.0,9781400096893,1400096898,"Fiction, Historical Fiction, Romance, Historical, Novels, Asia, Adult Fiction",,503,Mass Market Paperback,0.9549902152641878,0.79,0.221243479775512,0.689058423759925,"['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Novels', 'Asia', 'Adult Fiction']",3,0.06419816599324568,-0.17897160485725458
22,24,24,34.0,Charlotte’s Web,E.B. White,4.2,1956918.0,9780064410939,0064410935,"Fiction, Childrens, Classics, Fantasy, Young Adult, Middle Grade, Animals",,184,Paperback,0.9354207436399218,0.8,0.2099100436275366,0.6863326968168646,"['Fiction', 'Childrens', 'Classics', 'Fantasy', 'Young Adult', 'Middle Grade', 'Animals']",4,-0.21915085677502713,-0.19229804831039835
23,25,25,35.0,Ender’s Game,Orson Scott Card,4.31,1431622.0,9780812550702,0812550706,"Science Fiction, Fiction, Young Adult, Fantasy, Classics, Science Fiction Fantasy, Dystopia","Ender's Saga, #1",324,Mass Market Paperback,0.9334637964774952,0.8274999999999999,0.1535341352660768,0.685499482935893,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Dystopia']",4,-0.04055111652554915,-0.24343376843111586
24,39,39,55.0,The Giver,Lois Lowry,4.12,2674765.0,9780385732550,0385732554,"Young Adult, Fiction, Classics, Dystopia, Science Fiction, Fantasy, School","The Giver, #1",208,Paperback,0.8943248532289628,0.78,0.2869509437858261,0.6853189492536972,"['Young Adult', 'Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Fantasy', 'School']",4,-0.08091430115651593,-0.22907276598173054
25,28,28,39.0,The Catcher in the Rye,J.D. Salinger,3.8,3734101.0,9780316769174,0316769177,"Classics, Fiction, Young Adult, Literature, School, Coming Of Age, Novels",,277,Paperback,0.9256360078277888,0.7,0.4006411855923417,0.6815692983550325,"['Classics', 'Fiction', 'Young Adult', 'Literature', 'School', 'Coming Of Age', 'Novels']",5,-0.193499832886548,-0.12495513035188768
26,18,18,27.0,Anne of Green Gables,L.M. Montgomery,4.32,1054161.0,9780451528827,0451528824,"Classics, Fiction, Young Adult, Historical Fiction, Childrens, Middle Grade, Audiobook","Anne of Green Gables, #1",320,Mass Market Paperback,0.949119373776908,0.8300000000000001,0.1130242003988306,0.6805358935439347,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Audiobook']",4,-0.06523366627630219,-0.24201210154332228
27,146,146,196.0,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,4.4,3642100.0,9781501139239,1501139231,"Fiction, Historical Fiction, LGBT, Contemporary, Audiobook, Queer, Historical",,389,Hardcover,0.6183953033268101,0.8500000000000001,0.3907674383238251,0.6772906854126589,"['Fiction', 'Historical Fiction', 'LGBT', 'Contemporary', 'Audiobook', 'Queer', 'Historical']",3,-0.039022069348585015,-0.11899163023360639
28,40,40,56.0,The Handmaid’s Tale,Margaret Atwood,4.15,2236448.0,9780385490818,038549081X,"Fiction, Classics, Dystopia, Science Fiction, Feminism, Fantasy, Audiobook","The Handmaid's Tale, #1",311,Paperback,0.8923679060665362,0.7875000000000001,0.2399098107384205,0.6768194292012393,"['Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Feminism', 'Fantasy', 'Audiobook']",5,-0.06592080252662623,-0.1387012614751894
29,21,21,31.0,City of Bones,Cassandra Clare,4.07,2098845.0,9781416914280,1416914285,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Fiction, Vampires","The Mortal Instruments, #1",485,Hardcover,0.9412915851272016,0.7675000000000001,0.2251419577217176,0.6753583857122298,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Vampires']",4,-0.2490724509690621,-0.19209573732854504
30,7,7,9.0,The Chronicles of Narnia,C.S. Lewis,4.28,685690.0,9780066238500,0066238501,"Fantasy, Classics, Fiction, Young Adult, Childrens, Christian, Middle Grade","The Chronicles of Narnia, #1-7",767,Paperback,0.9843444227005872,0.8200000000000001,0.0734790918698194,0.6744558786426017,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Christian', 'Middle Grade']",4,-0.21792002010777273,-0.174006327844058
31,46,46,62.0,Dune,Frank Herbert,4.28,1527514.0,9780593099322,059309932X,"Science Fiction, Fantasy, Audiobook, Science Fiction Fantasy, Classics, Novels, Adventure","Dune, #1",658,Hardcover,0.8806262230919766,0.8200000000000001,0.1638254731110197,0.6711129240507492,"['Science Fiction', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Classics', 'Novels', 'Adventure']",4,-0.1477013025512053,-0.20814995582606868
32,26,26,37.0,Of Mice and Men,John Steinbeck,3.89,2700572.0,9780142000670,0142000671,"Fiction, School, Historical Fiction, Literature, Read For School, Novels, High School",,107,Paperback,0.929549902152642,0.7225,0.2897206071129488,0.6660676273163977,"['Fiction', 'School', 'Historical Fiction', 'Literature', 'Read For School', 'Novels', 'High School']",3,-0.10948700227948041,-0.08160010929574889
33,90,90,121.0,The Last Olympian,Rick Riordan,4.55,1090250.0,9781423101475,1423101472,"Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Greek Mythology","Percy Jackson and the Olympians, #5",381,Hardcover,0.7651663405088063,0.8875,0.1168973503121304,0.6642659227052341,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']",4,-0.2295243293336706,-0.11964346540069823
34,31,31,45.0,The Princess Bride,William Goldman,4.27,925418.0,9780345418265,0345418263,"Fantasy, Fiction, Romance, Humor, Adventure, Young Adult, Classics",,429,Paperback,0.913894324853229,0.8174999999999999,0.0992072218378299,0.6620253866727647,"['Fantasy', 'Fiction', 'Romance', 'Humor', 'Adventure', 'Young Adult', 'Classics']",4,-0.22206040606645477,-0.22076839740383603
35,85,85,115.0,The Name of the Wind,Patrick Rothfuss,4.52,1030105.0,9780756404079,075640407X,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Magic, Science Fiction Fantasy","The Kingkiller Chronicle, #1",662,Hardcover,0.776908023483366,0.8799999999999999,0.1104424581972085,0.6618376204201436,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Magic', 'Science Fiction Fantasy']",4,-0.17473147213340218,-0.1673315821055658
36,16,16,25.0,Les Misérables,Victor Hugo,4.21,824467.0,9780451525260,0451525264,"Fiction, Historical Fiction, Literature, France, Historical, Novels, French Literature",,1463,Mass Market Paperback,0.9530332681017613,0.8025,0.0883729411180115,0.6616015523049432,"['Fiction', 'Historical Fiction', 'Literature', 'France', 'Historical', 'Novels', 'French Literature']",3,-0.0676941805838662,-0.12051280615688695
37,30,30,44.0,The Outsiders,S.E. Hinton,4.14,1487514.0,9780670532575,0670532576,"Classics, Young Adult, Fiction, School, Read For School, Coming Of Age, Realistic Fiction",,208,Mass Market Paperback,0.9158512720156556,0.7849999999999999,0.159532586177827,0.6613459645483707,"['Classics', 'Young Adult', 'Fiction', 'School', 'Read For School', 'Coming Of Age', 'Realistic Fiction']",5,-0.11335039321476217,-0.08861685328007939
38,52,52,69.0,Matilda,Roald Dahl,4.33,1038199.0,9780435123987,043512398X,"Fiction, Childrens, Classics, Fantasy, Middle Grade, Young Adult, Humor",,240,Hardcover,0.8669275929549902,0.8325,0.1113111238681401,0.6608096792057826,"['Fiction', 'Childrens', 'Classics', 'Fantasy', 'Middle Grade', 'Young Adult', 'Humor']",4,-0.21790544137131126,-0.20046930992599538
39,27,27,38.0,Brave New World,Aldous Huxley,3.99,1971576.0,9780060929879,0060929871,"Fiction, Science Fiction, Dystopia, Literature, Novels, School, Audiobook",,268,Paperback,0.9275929549902152,0.7475,0.2114831720442051,0.6585190317586052,"['Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Novels', 'School', 'Audiobook']",5,-0.04333535693168314,-0.12126203275696762
40,44,44,60.0,Green Eggs and Ham,Dr. Seuss,4.31,817071.0,9780394800165,B00297Y0JO,"Childrens, Picture Books, Classics, Fiction, Poetry, Fantasy, Humor",,64,Hardcover,0.8845401174168297,0.8274999999999999,0.0875791863240642,0.6567798259352234,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor']",5,-0.19684020773227706,-0.08205862849133054
41,19,19,28.0,Lord of the Flies,William Golding,3.7,3065278.0,9780140283334,0140283331,"Fiction, Classics, Young Adult, School, Dystopia, Literature, Read For School",,182,Paperback,0.9471624266144814,0.675,0.3288616476593731,0.6565060185684637,"['Fiction', 'Classics', 'Young Adult', 'School', 'Dystopia', 'Literature', 'Read For School']",5,-0.2029133688259137,-0.11938426945661935
42,32,32,46.0,The Secret Garden,Frances Hodgson Burnett,4.16,1238963.0,9780517189603,0517189607,"Fiction, Classics, Childrens, Young Adult, Historical Fiction, Middle Grade, Audiobook",,331,Hardcover,0.9119373776908024,0.79,0.1328575526745275,0.6561987325913324,"['Fiction', 'Classics', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Audiobook']",4,-0.06523366627630219,-0.24201210154332228
43,42,42,58.0,Where the Wild Things Are,Maurice Sendak,4.25,1034305.0,9780099408390,B00BG704OS,"Picture Books, Childrens, Fiction, Classics, Fantasy, Adventure, Young Adult",,38,Paperback,0.888454011741683,0.8125,0.1108932113251938,0.6560868057667192,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Fantasy', 'Adventure', 'Young Adult']",4,-0.22038534950894983,-0.1752803914790524
44,119,119,159.0,Gone Girl,Gillian Flynn,4.14,3296196.0,9780307588371,0307588378,"Fiction, Mystery, Thriller, Mystery Thriller, Crime, Suspense, Contemporary",,415,Paperback,0.6908023483365949,0.7849999999999999,0.353644269280348,0.6536116544042356,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Contemporary']",2,-0.24838334319187907,0.03356812119031968
45,72,72,97.0,And Then There Were None,Agatha Christie,4.28,1497601.0,9780312330873,0312330871,"Mystery, Fiction, Thriller, Crime, Mystery Thriller, Classics, Audiobook",,264,Paperback,0.812133072407045,0.8200000000000001,0.1606151449402049,0.6531870543368126,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Classics', 'Audiobook']",2,-0.25417875135484824,0.003222427456495181
46,55,55,74.0,The Pillars of the Earth,Ken Follett,4.34,797476.0,9780451222138,045122213X,"Historical Fiction, Fiction, Historical, Fantasy, Classics, Audiobook, Medieval","Kingsbridge, #1",976,Paperback,0.8571428571428572,0.835,0.0854762083376664,0.6531547663701309,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Classics', 'Audiobook', 'Medieval']",3,-0.05075211727553785,-0.18048061174645616
47,78,78,105.0,The Shining,Stephen King,4.28,1615787.0,9780450040184,0450040186,"Horror, Fiction, Thriller, Classics, Fantasy, Paranormal, Mystery","The Shining, #1",497,Paperback,0.7964774951076321,0.8200000000000001,0.1732991233173627,0.6524441546062487,"['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Paranormal', 'Mystery']",2,-0.2226220179365568,-0.08340318664646519
48,20,20,29.0,Romeo and Juliet,William Shakespeare,3.74,2725967.0,9780743477116,0743477111,"Classics, Plays, Fiction, School, Read For School, Literature, High School",,281,Mass Market Paperback,0.9452054794520548,0.685,0.2924460537046595,0.6519128832891785,"['Classics', 'Plays', 'Fiction', 'School', 'Read For School', 'Literature', 'High School']",5,-0.2029799629112143,-0.04112902550445195
49,50,50,67.0,Water for Elephants,Sara Gruen,4.11,1666323.0,9781565125605,1565125606,"Fiction, Historical Fiction, Romance, Historical, Adult Fiction, Contemporary, Audiobook",,368,Paperback,0.8708414872798435,0.7775000000000001,0.1787227566687583,0.6511410609871505,"['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Adult Fiction', 'Contemporary', 'Audiobook']",3,0.10043136665216842,-0.22977434033148927
50,60,60,79.0,Outlander,Diana Gabaldon,4.26,1116518.0,9780440242949,0440242940,"Historical Fiction, Romance, Fantasy, Fiction, Time Travel, Historical, Historical Romance","Outlander, #1",850,Mass Market Paperback,0.8473581213307241,0.815,0.119716489161158,0.6492686526229705,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']",3,-0.120793236148106,-0.1808892560953883
51,23,23,33.0,Dracula,Bram Stoker,4.02,1382011.0,9780393970128,0393970124,"Horror, Fiction, Fantasy, Gothic, Paranormal, Literature, Vampires",,488,Paperback,0.9373776908023485,0.7549999999999999,0.1482097749250113,0.6488968664318399,"['Horror', 'Fiction', 'Fantasy', 'Gothic', 'Paranormal', 'Literature', 'Vampires']",5,-0.18725790524554914,-0.08200637817240973
52,214,214,284.0,1984,George Orwell,4.2,5063858.0,9780452284234,B00A2MTYAI,"Classics, Fiction, Science Fiction, Dystopia, Literature, Politics, Novels",,368,Paperback,0.4461839530332681,0.8,0.5433535968328798,0.647384387466537,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Politics', 'Novels']",5,-0.0602496949450871,-0.09335702655763978
53,101,101,135.0,Six of Crows,Leigh Bardugo,4.47,1065200.0,9781627792127,1627792120,"Fantasy, Young Adult, Fiction, Young Adult Fantasy, LGBT, Adventure, Magic","Six of Crows, #1",480,Hardcover,0.7377690802348337,0.8674999999999999,0.1142089298702185,0.646744502526263,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'LGBT', 'Adventure', 'Magic']",4,-0.2475402430617132,-0.20140226560680094
54,43,43,59.0,The Lovely Bones,Alice Sebold,3.86,2421669.0,9780316166683,0316166685,"Fiction, Mystery, Young Adult, Contemporary, Fantasy, Thriller, Crime",,372,Mass Market Paperback,0.8864970645792564,0.715,0.2597881310047427,0.6440712988959997,"['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Fantasy', 'Thriller', 'Crime']",2,-0.23935748194025686,-0.11683008208223003
55,120,120,160.0,The Addiction Manifesto,Jerry Weaver,4.76,1238.0,9781638377634,1638377634,"Nonfiction, Self Help, Memoir, Psychology, Mental Health, Biography",,178,Paperback,0.6888454011741683,0.94,2.2215689879272215e-05,0.6422169042160119,"['Nonfiction', 'Self Help', 'Memoir', 'Psychology', 'Mental Health', 'Biography']",5,-0.27681736717671657,0.06255791610934462
56,77,77,104.0,Fahrenheit 451,Ray Bradbury,3.97,2635709.0,9780307347978,0307347974,"Fiction, Science Fiction, Dystopia, School, Literature, Novels, Audiobook",,158,Mass Market Paperback,0.7984344422700587,0.7425,0.2827593689842568,0.6415484528135789,"['Fiction', 'Science Fiction', 'Dystopia', 'School', 'Literature', 'Novels', 'Audiobook']",5,-0.04333535693168314,-0.12126203275696762
57,63,63,84.0,The Brothers Karamazov,Fyodor Dostoevsky,4.38,358572.0,9780374528379,0374528373,"Fiction, Russia, Classics, Russian Literature, Literature, Philosophy, Novels",,796,Paperback,0.837573385518591,0.845,0.0383720771745162,0.6414863656732768,"['Fiction', 'Russia', 'Classics', 'Russian Literature', 'Literature', 'Philosophy', 'Novels']",5,-0.18856049875044983,-0.04018415902526101
58,59,59,78.0,The Color Purple,Alice Walker,4.27,724773.0,9780143135692,0143135694,"Fiction, Historical Fiction, Feminism, LGBT, Historical, Queer, Banned Books",,287,Paperback,0.8493150684931507,0.8174999999999999,0.0776735643700687,0.6404971582158048,"['Fiction', 'Historical Fiction', 'Feminism', 'LGBT', 'Historical', 'Queer', 'Banned Books']",3,-0.075987188152574,-0.06900533431009986
59,57,57,76.0,Rebecca,Daphne du Maurier,4.25,678317.0,9780316323703,B00HG5I1TE,"Fiction, Mystery, Gothic, Romance, Classics, Historical Fiction, Thriller",,449,Kindle Edition,0.8532289628180039,0.8125,0.0726878054858587,0.6377291920759656,"['Fiction', 'Mystery', 'Gothic', 'Romance', 'Classics', 'Historical Fiction', 'Thriller']",2,-0.06303889851411963,-0.11565889088211462
60,73,73,98.0,The Complete Stories and Poems,Edgar Allan Poe,4.4,287738.0,9780385074070,0385074077,"Classics, Poetry, Horror, Fiction, Short Stories, Gothic, Mystery",,821,Hardcover,0.8101761252446185,0.8500000000000001,0.0307700183488719,0.6352365358983727,"['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'Mystery']",5,-0.20838052829496953,-0.0004579375867852439
61,64,64,85.0,A Tree Grows in Brooklyn,Betty Smith,4.3,489023.0,9780061120077,0061120073,"Fiction, Historical Fiction, Classics, Young Adult, Coming Of Age, Historical, New York",,496,Paperback,0.8356164383561644,0.825,0.0523723620075642,0.6344972000909321,"['Fiction', 'Historical Fiction', 'Classics', 'Young Adult', 'Coming Of Age', 'Historical', 'New York']",3,-0.10202872186606157,-0.14013185168542341
62,76,76,101.0,Winnie-the-Pooh,A.A. Milne,4.38,386930.0,9780525467564,0525467564,"Childrens, Fiction, Classics, Fantasy, Animals, Audiobook, Middle Grade","Winnie-the-Pooh, #1",161,Hardcover,0.8043052837573386,0.845,0.0414155193658032,0.6339302007807854,"['Childrens', 'Fiction', 'Classics', 'Fantasy', 'Animals', 'Audiobook', 'Middle Grade']",4,-0.20009371856136401,-0.14189467293411412
63,81,81,109.0,Clockwork Angel,Cassandra Clare,4.31,857912.0,9781416975861,1416975861,"Fantasy, Young Adult, Romance, Paranormal, Steampunk, Historical Fiction, Fiction","The Infernal Devices, #1",479,Hardcover,0.7886497064579256,0.8274999999999999,0.0919623312050273,0.6339030094157383,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Fiction']",4,-0.0873629762273972,-0.21515517999374495
64,83,83,112.0,It,Stephen King,4.24,1202429.0,9780450411434,0450411435,"Horror, Fiction, Thriller, Fantasy, Classics, Audiobook, Mystery",,1184,Paperback,0.7827788649706457,0.81,0.128936644394096,0.6329288773411854,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Classics', 'Audiobook', 'Mystery']",2,-0.2189838581909171,-0.0894321917794181
