,Unnamed: 0.1,Unnamed: 0,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format,Rank_Score,Rating_Score,NumRatings_Score,Quality_Score,Genre_List,Cluster,PCA1,PCA2
148,158,158,213.0,Jurassic Park,Michael Crichton,4.12,1009630.0,9780307763051,B007UH4D3G,"Science Fiction, Fiction, Thriller, Horror, Fantasy, Adventure, Classics","Jurassic Park, #1",450,Kindle Edition,0.5851272015655578,0.78,0.1082450366982805,0.5633430595659595,"['Science Fiction', 'Fiction', 'Thriller', 'Horror', 'Fantasy', 'Adventure', 'Classics']",5,-0.074284767915847,-0.1475815886952693
149,178,178,240.0,Last Sacrifice,Richelle Mead,4.37,295187.0,9781595143068,1595143068,"Young Adult, Fantasy, Vampires, Paranormal, Romance, Urban Fantasy, Paranormal Romance","Vampire Academy, #6",594,Hardcover,0.5322896281800391,0.8425,0.0315694612180057,0.5622147723495112,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance']",4,-0.3691859957281836,-0.1657637299048873
150,112,112,150.0,"Hush, Hush",Becca Fitzpatrick,3.92,729087.0,9781416989417,1416989412,"Fantasy, Young Adult, Romance, Paranormal, Angels, Paranormal Romance, Fiction","Hush, Hush, #1",391,Hardcover,0.7084148727984345,0.73,0.0781365522258135,0.5616378562560621,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Angels', 'Paranormal Romance', 'Fiction']",4,-0.25292098147199804,-0.1430596631768737
151,170,170,228.0,Schindler’s List,Thomas Keneally,4.34,163219.0,9780340606513,0340606517,"History, Nonfiction, Holocaust, War, Historical, World War II, Biography",,429,Mass Market Paperback,0.5557729941291585,0.835,0.0174063686480164,0.5607948406942938,"['History', 'Nonfiction', 'Holocaust', 'War', 'Historical', 'World War II', 'Biography']",5,-0.28102552172790185,0.015580520594809386
152,186,186,250.0,A Light in the Attic,Shel Silverstein,4.36,465661.0,9780060513061,0060513063,"Poetry, Childrens, Classics, Fiction, Humor, Young Adult, Picture Books",,176,Hardcover,0.5127201565557731,0.8400000000000001,0.049865101394233,0.5606463144875016,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books']",4,-0.2051102629023874,-0.10165846641307315
153,143,143,193.0,The Night Circus,Erin Morgenstern,4.01,1046317.0,9780385534635,0385534639,"Fantasy, Fiction, Romance, Historical Fiction, Magic, Young Adult, Audiobook",,506,Hardcover,0.62426614481409,0.7525,0.1121823652712315,0.5603621275213304,"['Fantasy', 'Fiction', 'Romance', 'Historical Fiction', 'Magic', 'Young Adult', 'Audiobook']",4,-0.06473515240634363,-0.26669738863944326
154,149,149,201.0,The Phantom Tollbooth,Norton Juster,4.2,297926.0,9780394820378,0394820371,"Fantasy, Fiction, Classics, Childrens, Young Adult, Middle Grade, Adventure",,248,Paperback,0.6086105675146771,0.8,0.0318634166507561,0.5601184960413583,"['Fantasy', 'Fiction', 'Classics', 'Childrens', 'Young Adult', 'Middle Grade', 'Adventure']",4,-0.22148043692577019,-0.22906123584715324
155,171,171,229.0,The Velveteen Rabbit,Margery Williams Bianco,4.31,266391.0,9780380002559,0380002558,"Classics, Childrens, Fiction, Picture Books, Fantasy, Animals, Young Adult",,40,Paperback,0.5538160469667319,0.8274999999999999,0.0284790119148003,0.5593237647203829,"['Classics', 'Childrens', 'Fiction', 'Picture Books', 'Fantasy', 'Animals', 'Young Adult']",4,-0.2181300698133848,-0.14458204696487578
156,174,174,233.0,Howl’s Moving Castle,Diana Wynne Jones,4.29,410460.0,9780064410342,006441034X,"Fantasy, Young Adult, Fiction, Middle Grade, Magic, Classics, Audiobook","Howl’s Moving Castle, #1",329,Mass Market Paperback,0.5459882583170255,0.8225,0.0439408101042538,0.5587322671053199,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Magic', 'Classics', 'Audiobook']",4,-0.21996220371711991,-0.20397562585909773
157,166,166,224.0,His Dark Materials,Philip Pullman,4.29,165493.0,9780440238607,0440238609,"Fantasy, Fiction, Young Adult, Childrens, Science Fiction Fantasy, Science Fiction, Classics",His Dark Materials #1-3,1088,Mass Market Paperback,0.5636007827788649,0.8225,0.0176504192701684,0.5565628005122584,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Science Fiction Fantasy', 'Science Fiction', 'Classics']",4,-0.041627540008967893,-0.25737602643457747
158,163,163,220.0,A Little Princess,Frances Hodgson Burnett,4.23,317539.0,9780142437018,0142437018,"Fiction, Childrens, Classics, Young Adult, Historical Fiction, Middle Grade, Historical",,242,Paperback,0.5714285714285714,0.8075000000000001,0.0339683264362738,0.5550992244662113,"['Fiction', 'Childrens', 'Classics', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical']",3,-0.06773420880679745,-0.25852419151956946
159,157,157,212.0,Fifty Shades of Grey,E.L. James,3.67,2771866.0,9781612130293,1612130291,"Fiction, BDSM, Contemporary, Contemporary Romance, Chick Lit, Erotica, Erotic Romance","Fifty Shades, #1",356,Paperback,0.5870841487279843,0.6675,0.2973720341383247,0.5548640457165772,"['Fiction', 'BDSM', 'Contemporary', 'Contemporary Romance', 'Chick Lit', 'Erotica', 'Erotic Romance']",4,-0.21924838190274643,-0.021674573646916124
160,118,118,158.0,Love in the Time of Cholera,Gabriel García Márquez,3.94,527673.0,9781400034680,140003468X,"Fiction, Historical Fiction, Magical Realism, Literature, Novels, Spanish Literature, Literary Fiction",,348,Paperback,0.6927592954990216,0.735,0.0565203640067617,0.5548199148764458,"['Fiction', 'Historical Fiction', 'Magical Realism', 'Literature', 'Novels', 'Spanish Literature', 'Literary Fiction']",3,-0.0019622633404697506,-0.07557565748108125
161,151,151,203.0,The Neverending Story,Michael Ende,4.18,212318.0,9780525457589,0525457585,"Fantasy, Fiction, Young Adult, Childrens, Adventure, Classics, German Literature",,396,Hardcover,0.6046966731898239,0.7949999999999999,0.0226757800363371,0.5543431133065403,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Classics', 'German Literature']",4,-0.2184818129604306,-0.1826512834011007
162,188,188,252.0,Misery,Stephen King,4.23,796049.0,9780450417399,0450417395,"Horror, Fiction, Thriller, Mystery, Suspense, Mystery Thriller, Audiobook",,370,Paperback,0.5088062622309197,0.8075000000000001,0.0853230595963248,0.5522823304568112,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Audiobook']",2,-0.25040433205604645,0.020901979821391466
163,241,241,321.0,Mistborn: The Final Empire,Brandon Sanderson,4.49,840627.0,9780765311788,076531178X,"Fantasy, Fiction, High Fantasy, Audiobook, Epic Fantasy, Magic, Science Fiction Fantasy","Mistborn, #1",541,Hardcover,0.3737769080234834,0.8725,0.0901072674390214,0.5522210438656262,"['Fantasy', 'Fiction', 'High Fantasy', 'Audiobook', 'Epic Fantasy', 'Magic', 'Science Fiction Fantasy']",4,-0.17473147213340218,-0.1673315821055658
164,229,229,306.0,Wonder,R.J. Palacio,4.36,1150542.0,9780375869020,0375869026,"Fiction, Young Adult, Middle Grade, Contemporary, Realistic Fiction, Childrens, School","Wonder, #1",315,Hardcover,0.4031311154598826,0.8400000000000001,0.1233680187865318,0.5516247835616036,"['Fiction', 'Young Adult', 'Middle Grade', 'Contemporary', 'Realistic Fiction', 'Childrens', 'School']",4,-0.08324111274374016,-0.1465621864340298
165,321,321,414.0,It Ends with Us,Colleen Hoover,4.12,4233241.0,9781668021040,1668021048,"Fiction, Contemporary, Audiobook, New Adult, Contemporary Romance, Abuse, Chick Lit","It Ends with Us, #1",386,Kindle Edition,0.1917808219178083,0.78,0.4542099751881867,0.5514976992764988,"['Fiction', 'Contemporary', 'Audiobook', 'New Adult', 'Contemporary Romance', 'Abuse', 'Chick Lit']",4,-0.21520199712122356,-0.050462994245660725
166,187,187,251.0,Spirit Bound,Richelle Mead,4.32,302768.0,9781595142504,1595142509,"Young Adult, Fantasy, Vampires, Paranormal, Romance, Urban Fantasy, Paranormal Romance","Vampire Academy, #5",489,Hardcover,0.5107632093933464,0.8300000000000001,0.0323830706140191,0.5507865700018415,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance']",4,-0.3691859957281836,-0.1657637299048873
167,362,362,467.0,A Court of Mist and Fury,Sarah J. Maas,4.64,2742893.0,9781635575583,1635575583,"Fantasy, Romance, Romantasy, Young Adult, Fiction, New Adult, Fae","A Court of Thorns and Roses, #2",626,Paperback,0.0880626223091975,0.91,0.29426258881044,0.5505813027799094,"['Fantasy', 'Romance', 'Romantasy', 'Young Adult', 'Fiction', 'New Adult', 'Fae']",4,-0.22872666194178937,-0.12748664248356822
168,221,221,294.0,Big Little Lies,Liane Moriarty,4.31,1067780.0,9780399587191,0399587195,"Fiction, Mystery, Contemporary, Thriller, Chick Lit, Audiobook, Mystery Thriller",,460,Paperback,0.426614481409002,0.8274999999999999,0.1144858210774094,0.5490250756216027,"['Fiction', 'Mystery', 'Contemporary', 'Thriller', 'Chick Lit', 'Audiobook', 'Mystery Thriller']",2,-0.2485271226763115,0.012427962375067707
169,74,74,99.0,Atlas Shrugged,Ayn Rand,3.69,399733.0,9780452011878,0452011876,"Fiction, Classics, Philosophy, Politics, Literature, Science Fiction, Novels",,1168,Paperback,0.8082191780821918,0.6725,0.0427895651509448,0.5490021858082841,"['Fiction', 'Classics', 'Philosophy', 'Politics', 'Literature', 'Science Fiction', 'Novels']",5,-0.0705228844740565,-0.07380734458007271
170,131,131,174.0,Their Eyes Were Watching God,Zora Neale Hurston,3.99,368978.0,9780061120060,0061120065,"Classics, Fiction, Historical Fiction, School, Literature, African American, Feminism",,238,Paperback,0.6614481409001958,0.7475,0.0394888717101863,0.5489842531525955,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'African American', 'Feminism']",3,-0.06435343422131755,-0.0874765190168738
171,133,133,176.0,Atonement,Ian McEwan,3.95,542752.0,9780385721790,B00A2M6OLU,"Fiction, Historical Fiction, Classics, Romance, Historical, War, Literary Fiction",,351,Paperback,0.6575342465753424,0.7375,0.058138675058402,0.5476682304084362,"['Fiction', 'Historical Fiction', 'Classics', 'Romance', 'Historical', 'War', 'Literary Fiction']",3,0.07913547678964782,-0.1754849380938804
172,243,243,324.0,The Mark of Athena,Rick Riordan,4.47,645818.0,9781423140603,1423140605,"Fantasy, Mythology, Young Adult, Fiction, Middle Grade, Adventure, Greek Mythology","The Heroes of Olympus, #3",586,Hardcover,0.3679060665362035,0.8674999999999999,0.069199942174813,0.5430265021777541,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']",4,-0.2295243293336706,-0.11964346540069823
173,139,139,184.0,A Midsummer Night’s Dream,William Shakespeare,3.94,560793.0,9780743477543,0743477545,"Plays, Fiction, Fantasy, School, Romance, Poetry, Literature",,298,Mass Market Paperback,0.6418786692759295,0.735,0.0600748743874452,0.5429883859158438,"['Plays', 'Fiction', 'Fantasy', 'School', 'Romance', 'Poetry', 'Literature']",5,-0.19353532676355237,-0.10195842560679562
174,349,349,451.0,Where the Crawdads Sing,Delia Owens,4.38,3376781.0,9780735219113,0735219117,"Fiction, Historical Fiction, Mystery, Audiobook, Romance, Contemporary, Historical",,384,ebook,0.1193737769080234,0.845,0.3622928266181313,0.5429166508815386,"['Fiction', 'Historical Fiction', 'Mystery', 'Audiobook', 'Romance', 'Contemporary', 'Historical']",3,-0.04514733966936201,-0.17760929183280205
175,148,148,199.0,Alice in Wonderland,Jane Carruth,4.03,394489.0,9780517223628,0517223627,"Classics, Fantasy, Fiction, Childrens, Young Adult, Adventure, Literature",,96,Hardcover,0.6125244618395304,0.7575000000000001,0.0422267676740033,0.5424378073783834,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Literature']",4,-0.2065709974283072,-0.2453716253399992
176,268,268,352.0,All the Light We Cannot See,Anthony Doerr,4.31,1851322.0,9781476746586,1476746583,"Historical Fiction, Fiction, Historical, War, World War II, Audiobook, France",,544,Hardcover,0.3131115459882583,0.8274999999999999,0.1985772514126012,0.5416721993502148,"['Historical Fiction', 'Fiction', 'Historical', 'War', 'World War II', 'Audiobook', 'France']",3,-0.09984693197375602,-0.07846592529358336
177,220,220,293.0,Roots: The Saga of an American Family,Alex Haley,4.44,162157.0,9780440174646,0440174643,"Historical Fiction, Fiction, Classics, Historical, African American, Africa, Race",,729,Mass Market Paperback,0.4285714285714286,0.8600000000000001,0.0172923924999401,0.5414659552678421,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'African American', 'Africa', 'Race']",3,-0.07720760675266078,-0.0846174596535081
178,135,135,180.0,"Eat, Pray, Love",Elizabeth Gilbert,3.64,1802879.0,9780143038412,0143038419,"Nonfiction, Memoir, Travel, Biography, Romance, Chick Lit, Spirituality",,368,Paperback,0.649706457925636,0.66,0.1933782433699849,0.5407711753239053,"['Nonfiction', 'Memoir', 'Travel', 'Biography', 'Romance', 'Chick Lit', 'Spirituality']",5,-0.298135256775799,0.03643451527830857
179,263,263,347.0,The Wise Man's Fear,Patrick Rothfuss,4.55,592944.0,9780756404734,0756404738,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Magic, Science Fiction Fantasy","The Kingkiller Chronicle, #2",994,Hardcover,0.3228962818003913,0.8875,0.0635253895821722,0.5403554178456409,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Magic', 'Science Fiction Fantasy']",4,-0.17473147213340218,-0.1673315821055658
180,198,198,265.0,The House of the Spirits,Isabel Allende,4.29,294377.0,9780553383805,0553383809,"Fiction, Magical Realism, Historical Fiction, Fantasy, Spanish Literature, Historical, Novels",,448,Paperback,0.4833659491193738,0.8225,0.0314825302576086,0.5399621198442456,"['Fiction', 'Magical Realism', 'Historical Fiction', 'Fantasy', 'Spanish Literature', 'Historical', 'Novels']",3,-0.0858138231664463,-0.1374271080413804
181,265,265,349.0,The Martian,Andy Weir,4.42,1206926.0,9780804139021,0804139024,"Science Fiction, Fiction, Audiobook, Adventure, Space, Thriller, Science Fiction Fantasy",,384,Hardcover,0.3189823874755382,0.855,0.1294192722075602,0.5396004149207745,"['Science Fiction', 'Fiction', 'Audiobook', 'Adventure', 'Space', 'Thriller', 'Science Fiction Fantasy']",5,-0.035606515861995876,-0.12252772730218124
182,164,164,221.0,The World According to Garp,John Irving,4.11,234149.0,9780345915597,0345915593,"Fiction, Classics, Literature, Contemporary, Novels, Literary Fiction, Humor",,610,Hardcover,0.5694716242661448,0.7775000000000001,0.0250187304023003,0.5373725886671114,"['Fiction', 'Classics', 'Literature', 'Contemporary', 'Novels', 'Literary Fiction', 'Humor']",5,-0.026380552639288356,-0.07427599619259267
183,205,205,272.0,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.19,783919.0,9781984801814,1984801813,"Historical Fiction, Fiction, Romance, Historical, World War II, Audiobook, Book Club",,291,Paperback,0.4696673189823874,0.7975000000000001,0.0840212416338341,0.5371721401540555,"['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'World War II', 'Audiobook', 'Book Club']",3,-0.10739069188358832,-0.09802162778752371
184,147,147,198.0,The Good Earth,Pearl S. Buck,4.01,255541.0,9781416500186,1416500189,"Fiction, Historical Fiction, China, Classics, Literature, Historical, Asia","House of Earth, #1",418,Mass Market Paperback,0.614481409001957,0.7525,0.0273145663341718,0.5366989938340323,"['Fiction', 'Historical Fiction', 'China', 'Classics', 'Literature', 'Historical', 'Asia']",3,-0.04979459968261613,-0.12186364938495327
185,242,242,323.0,East of Eden,John Steinbeck,4.42,582278.0,9780142000656,0142000655,"Fiction, Classics, Historical Fiction, Literature, Novels, Literary Fiction, American",,601,Paperback,0.36986301369863,0.855,0.0623806912814364,0.5355609262450166,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Novels', 'Literary Fiction', 'American']",3,0.10898484898166706,-0.1268036396677837
186,79,79,106.0,"Moby-Dick or, The Whale",Herman Melville,3.56,593435.0,9780142437247,0142437247,"Fiction, Literature, Adventure, Historical Fiction, Novels, American, 19th Century",,720,Paperback,0.7945205479452055,0.64,0.0635780847692771,0.5345246581786206,"['Fiction', 'Literature', 'Adventure', 'Historical Fiction', 'Novels', 'American', '19th Century']",3,-0.06256537569312297,-0.08439473879827454
187,264,264,348.0,Me Before You,Jojo Moyes,4.26,1735810.0,9780670026609,0670026603,"Fiction, Contemporary, Chick Lit, Audiobook, Adult Fiction, Contemporary Romance, Drama","Me Before You, #1",369,Hardcover,0.3209393346379647,0.815,0.1861802525269273,0.534279896791223,"['Fiction', 'Contemporary', 'Chick Lit', 'Audiobook', 'Adult Fiction', 'Contemporary Romance', 'Drama']",4,-0.10790138611259457,-0.07254822371507977
188,246,246,327.0,The Son of Neptune,Rick Riordan,4.41,637693.0,9781423140597,1423140591,"Fantasy, Mythology, Young Adult, Fiction, Middle Grade, Adventure, Greek Mythology","The Heroes of Olympus, #2",521,Hardcover,0.3620352250489236,0.8525,0.0683279495165082,0.533840793641358,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']",4,-0.2295243293336706,-0.11964346540069823
189,237,237,316.0,Ready Player One,Ernest Cline,4.23,1243586.0,9780307887436,030788743X,"Science Fiction, Fiction, Young Adult, Fantasy, Dystopia, Audiobook, Adventure","Ready Player One, #1",480,Hardcover,0.3835616438356164,0.8075000000000001,0.1333537030818313,0.532978836729362,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Audiobook', 'Adventure']",4,-0.08523957570723656,-0.2290847095735167
190,159,159,214.0,Beloved,Toni Morrison,3.97,465173.0,9781400033416,1400033411,"Fiction, Classics, Historical Fiction, Magical Realism, Historical, Literature, School","Beloved Trilogy, #1",325,Paperback,0.5831702544031312,0.7425,0.0498127281736481,0.5294957456441949,"['Fiction', 'Classics', 'Historical Fiction', 'Magical Realism', 'Historical', 'Literature', 'School']",3,-0.05304625220444645,-0.1465369438909838
191,226,226,303.0,The Girl Who Kicked the Hornet’s Nest,Stieg Larsson,4.24,758259.0,9780307269997,B007NB94GA,"Fiction, Mystery, Thriller, Crime, Mystery Thriller, Suspense, Audiobook","Millennium, #3",566,Hardcover,0.4090019569471623,0.81,0.081267354666191,0.5275673279033384,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']",2,-0.2524654261905289,0.028367911619317725
192,190,190,254.0,City of Fallen Angels,Cassandra Clare,4.07,624710.0,9781442403543,1442403543,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Vampires, Fiction","The Mortal Instruments, #4",425,Hardcover,0.5048923679060666,0.7675000000000001,0.0669345857401672,0.5267067384115585,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Vampires', 'Fiction']",4,-0.2490724509690621,-0.19209573732854504
193,312,312,405.0,Harry Potter Series Box Set,J.K. Rowling,4.73,297101.0,9780545044257,0545044251,"Fantasy, Young Adult, Fiction, Magic, Childrens, Adventure, Classics","Harry Potter, #1-7",4100,Hardcover,0.2093933463796478,0.9325,0.031774875857759,0.5265420555593519,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Classics']",4,-0.2082900209180826,-0.21443448138639992
194,279,279,365.0,The Complete Maus,Art Spiegelman,4.58,239087.0,9780141014081,0141014083,"Graphic Novels, Comics, Nonfiction, History, Biography, Memoir, Historical",,296,Paperback,0.2876712328767123,0.895,0.025548687294203,0.5258049800427288,"['Graphic Novels', 'Comics', 'Nonfiction', 'History', 'Biography', 'Memoir', 'Historical']",5,-0.29163928019460994,0.017390147351461726
195,182,182,244.0,The Secret Magdalene,Ki Longfellow,4.15,4684.0,9780307346667,0307346668,"Historical Fiction, Fiction, Religion, Historical, Spirituality, Literature, Novels",,448,Hardcover,0.5244618395303327,0.7875000000000001,0.0003920478991738,0.5249634718573767,"['Historical Fiction', 'Fiction', 'Religion', 'Historical', 'Spirituality', 'Literature', 'Novels']",3,-0.03857473470663323,-0.1192695260545181
196,202,202,269.0,Marley and Me: Life and Love With the World’s Worst Dog,John Grogan,4.14,474310.0,9780739461198,B0058M5XF2,"Nonfiction, Animals, Memoir, Biography, Dogs, Humor, Biography Memoir",,291,Hardcover,0.4755381604696673,0.7849999999999999,0.0507933308713626,0.5240828728352576,"['Nonfiction', 'Animals', 'Memoir', 'Biography', 'Dogs', 'Humor', 'Biography Memoir']",5,-0.28148352836378393,0.05565696570976086
197,172,172,230.0,The Iliad / The Odyssey,Homer,4.07,80831.0,9780147712554,0147712556,"Fiction, Poetry, Mythology, Classics, Fantasy, Literature, Historical Fiction",,1556,Paperback,0.5518590998043054,0.7675000000000001,0.0085643094317194,0.5238558523090063,"['Fiction', 'Poetry', 'Mythology', 'Classics', 'Fantasy', 'Literature', 'Historical Fiction']",3,-0.030930826829601937,-0.17112690217130244
198,165,165,222.0,Thirteen Reasons Why,Jay Asher,3.84,1004672.0,9781595147882,1595147888,"Young Adult, Fiction, Contemporary, Realistic Fiction, Mystery, Mental Health, Teen",,352,Hardcover,0.5675146771037183,0.71,0.1077129333629113,0.5238069026166574,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mystery', 'Mental Health', 'Teen']",4,-0.10488972904391658,-0.0556190900728957
199,253,253,334.0,The Complete Works,William Shakespeare,4.48,57371.0,9780517053614,0517053616,"Classics, Poetry, Fiction, Plays, Literature, Drama, Classic Literature",,1229,Leather Bound,0.3483365949119374,0.8700000000000001,0.0060465312454019,0.5235957815393348,"['Classics', 'Poetry', 'Fiction', 'Plays', 'Literature', 'Drama', 'Classic Literature']",5,-0.18701399119616036,-0.029546743474334138
200,173,173,231.0,The Silmarillion,J.R.R. Tolkien,4.02,317688.0,9780618391110,0618391118,"Fantasy, Fiction, High Fantasy, Science Fiction Fantasy, Epic Fantasy, Classics, Mythology",,386,Hardcover,0.5499021526418787,0.7549999999999999,0.0339843174401,0.5234716175204946,"['Fantasy', 'Fiction', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Classics', 'Mythology']",4,-0.17469864718781736,-0.16882688834083906
201,100,100,134.0,On the Road,Jack Kerouac,3.61,431012.0,9780140042597,0140042598,"Fiction, Travel, Literature, Classics, Novels, American, Adventure",,307,Paperback,0.7397260273972603,0.6525,0.0461464954105282,0.5227181307019472,"['Fiction', 'Travel', 'Literature', 'Classics', 'Novels', 'American', 'Adventure']",5,-0.16397629017906445,-0.06210939905089301
202,283,283,371.0,A Good Girl's Guide to Murder,Holly Jackson,4.3,1516075.0,9781405293181,1405293187,"Young Adult, Thriller, Mystery Thriller, Fiction, Crime, Audiobook, Contemporary","A Good Girl's Guide to Murder, #1",433,Paperback,0.2759295499021525,0.825,0.1625978147702999,0.5221318411681131,"['Young Adult', 'Thriller', 'Mystery Thriller', 'Fiction', 'Crime', 'Audiobook', 'Contemporary']",2,-0.2512678117106509,-0.0577714613685559
203,250,250,331.0,The Housemaid's Secret,Freida McFadden,4.21,1126096.0,9781837901319,B0BGXYL3BZ,"Thriller, Mystery, Fiction, Mystery Thriller, Suspense, Audiobook, Psychological Thriller","The Housemaid, #2",318,Kindle Edition,0.3542074363992171,0.8025,0.120744420937311,0.5199879643341321,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Psychological Thriller']",2,-0.26020491418205377,0.031643684986332646
204,201,201,268.0,The Wind-Up Bird Chronicle,Haruki Murakami,4.14,300958.0,9780965341981,0965341984,"Fiction, Magical Realism, Fantasy, Japanese Literature, Novels, Literature, Literary Fiction",,607,Paperback,0.4774951076320939,0.7849999999999999,0.0321888174802921,0.5199209812780965,"['Fiction', 'Magical Realism', 'Fantasy', 'Japanese Literature', 'Novels', 'Literature', 'Literary Fiction']",5,-0.10723930926973049,-0.0622974352102659
205,153,153,207.0,Treasure Island,Robert Louis Stevenson,3.85,518596.0,9780753453803,0753453800,"Fiction, Adventure, Historical Fiction, Young Adult, Childrens, Pirates, Fantasy",,352,Hardcover,0.5968688845401174,0.7125,0.0555462006394469,0.5193537712948911,"['Fiction', 'Adventure', 'Historical Fiction', 'Young Adult', 'Childrens', 'Pirates', 'Fantasy']",4,-0.07723000290944881,-0.20272893239645373
206,175,175,234.0,Extremely Loud & Incredibly Close,Jonathan Safran Foer,3.97,429107.0,9780618711659,0618711651,"Fiction, Historical Fiction, Contemporary, Novels, Literary Fiction, Adult Fiction, Literature",,326,Paperback,0.5440313111545989,0.7425,0.0459420466703349,0.5187433394562334,"['Fiction', 'Historical Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Adult Fiction', 'Literature']",3,0.23299297526258267,-0.16070187353712578
207,204,204,271.0,Mystic River,Dennis Lehane,4.17,153601.0,9780060584757,0060584750,"Mystery, Fiction, Thriller, Crime, Mystery Thriller, Suspense, Drama",,416,Paperback,0.471624266144814,0.7925,0.0163741439849302,0.518249602532436,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Drama']",2,-0.24784184527983086,0.04346323215622159
208,234,234,313.0,The Cruel Prince,Holly Black,4.02,1531422.0,9780316310277,0316310271,"Fantasy, Young Adult, Romance, Enemies To Lovers, Fae, Fiction, Young Adult Fantasy","The Folk of the Air, #1",370,Hardcover,0.3894324853228963,0.7549999999999999,0.1642448881643926,0.5159193433718222,"['Fantasy', 'Young Adult', 'Romance', 'Enemies To Lovers', 'Fae', 'Fiction', 'Young Adult Fantasy']",4,-0.25693440612504237,-0.16659533225853254
209,219,219,291.0,The Idiot,Fyodor Dostoevsky,4.21,201179.0,9780679642428,0679642420,"Fiction, Russia, Russian Literature, Classics, Literature, Philosophy, Novels",,667,Paperback,0.4324853228962817,0.8025,0.0214803183476163,0.5147414103109744,"['Fiction', 'Russia', 'Russian Literature', 'Classics', 'Literature', 'Philosophy', 'Novels']",5,-0.18856049875044983,-0.04018415902526101
210,129,129,172.0,The Elephant Tree,R.D. Ronald,3.78,31314.0,9781848764569,1848764561,"Thriller, Mystery, Fiction, Crime, Drama, Contemporary, Novels",,252,Paperback,0.6653620352250489,0.695,0.0032500373749468,0.5146530181499989,"['Thriller', 'Mystery', 'Fiction', 'Crime', 'Drama', 'Contemporary', 'Novels']",2,-0.1992898925866522,0.008736501080724853
211,224,224,301.0,Neverwhere,Neil Gaiman,4.17,550478.0,9780060557812,0060557818,"Fantasy, Fiction, Urban Fantasy, Audiobook, Science Fiction Fantasy, Horror, Science Fiction","London Below, #1",370,Paperback,0.4129158512720157,0.7925,0.0589678461695482,0.514220924360391,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Horror', 'Science Fiction']",4,-0.07407291789736549,-0.17763159208395338
212,223,223,300.0,None of This Is True,Lisa Jewell,4.1,855546.0,9781982179007,1982179007,"Thriller, Mystery, Audiobook, Fiction, Mystery Thriller, Suspense, Crime",,390,Hardcover,0.4148727984344422,0.7749999999999999,0.0917084069429289,0.5141453013443428,"['Thriller', 'Mystery', 'Audiobook', 'Fiction', 'Mystery Thriller', 'Suspense', 'Crime']",2,-0.2524654261905289,0.028367911619317725
