,Unnamed: 0.1,Unnamed: 0,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format,Rank_Score,Rating_Score,NumRatings_Score,Quality_Score,Genre_List,Cluster,PCA1,PCA2,Age_Group_Min
47,78,78,105.0,The Shining,Stephen King,4.28,1615787.0,9780450040184,0450040186,"Horror, Fiction, Thriller, Classics, Fantasy, Paranormal, Mystery","The Shining, #1",497,Paperback,0.7964774951076321,0.8200000000000001,0.1732991233173627,0.6524441546062487,"['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Paranormal', 'Mystery']",4,-0.2670622862453083,0.29667482693534736,18
48,20,20,29.0,Romeo and Juliet,William Shakespeare,3.74,2725967.0,9780743477116,0743477111,"Classics, Plays, Fiction, School, Read For School, Literature, High School",,281,Mass Market Paperback,0.9452054794520548,0.685,0.2924460537046595,0.6519128832891785,"['Classics', 'Plays', 'Fiction', 'School', 'Read For School', 'Literature', 'High School']",0,-0.3462537460346603,-0.22449697797380516,8
49,50,50,67.0,Water for Elephants,Sara Gruen,4.11,1666323.0,9781565125605,1565125606,"Fiction, Historical Fiction, Romance, Historical, Adult Fiction, Contemporary, Audiobook",,368,Paperback,0.8708414872798435,0.7775000000000001,0.1787227566687583,0.6511410609871505,"['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Adult Fiction', 'Contemporary', 'Audiobook']",1,0.1782236619259618,0.19541067517210345,18
50,60,60,79.0,Outlander,Diana Gabaldon,4.26,1116518.0,9780440242949,0440242940,"Historical Fiction, Romance, Fantasy, Fiction, Time Travel, Historical, Historical Romance","Outlander, #1",850,Mass Market Paperback,0.8473581213307241,0.815,0.119716489161158,0.6492686526229705,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']",1,-0.1267844156810425,0.25625898459429525,18
51,23,23,33.0,Dracula,Bram Stoker,4.02,1382011.0,9780393970128,0393970124,"Horror, Fiction, Fantasy, Gothic, Paranormal, Literature, Vampires",,488,Paperback,0.9373776908023485,0.7549999999999999,0.1482097749250113,0.6488968664318399,"['Horror', 'Fiction', 'Fantasy', 'Gothic', 'Paranormal', 'Literature', 'Vampires']",4,-0.22652489003419923,0.19972766264960856,18
52,214,214,284.0,1984,George Orwell,4.2,5063858.0,9780452284234,B00A2MTYAI,"Classics, Fiction, Science Fiction, Dystopia, Literature, Politics, Novels",,368,Paperback,0.4461839530332681,0.8,0.5433535968328798,0.647384387466537,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Politics', 'Novels']",4,-0.04280359868753156,0.2354091402551489,18
53,101,101,135.0,Six of Crows,Leigh Bardugo,4.47,1065200.0,9781627792127,1627792120,"Fantasy, Young Adult, Fiction, Young Adult Fantasy, LGBT, Adventure, Magic","Six of Crows, #1",480,Hardcover,0.7377690802348337,0.8674999999999999,0.1142089298702185,0.646744502526263,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'LGBT', 'Adventure', 'Magic']",0,-0.425121834916022,-0.35319956286541543,8
54,43,43,59.0,The Lovely Bones,Alice Sebold,3.86,2421669.0,9780316166683,0316166685,"Fiction, Mystery, Young Adult, Contemporary, Fantasy, Thriller, Crime",,372,Mass Market Paperback,0.8864970645792564,0.715,0.2597881310047427,0.6440712988959997,"['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Fantasy', 'Thriller', 'Crime']",0,-0.3910034546471716,-0.15044324022125696,8
55,120,120,160.0,The Addiction Manifesto,Jerry Weaver,4.76,1238.0,9781638377634,1638377634,"Nonfiction, Self Help, Memoir, Psychology, Mental Health, Biography",,178,Paperback,0.6888454011741683,0.94,2.2215689879272215e-05,0.6422169042160119,"['Nonfiction', 'Self Help', 'Memoir', 'Psychology', 'Mental Health', 'Biography']",4,-0.3481317469786274,0.22844361996476845,18
56,77,77,104.0,Fahrenheit 451,Ray Bradbury,3.97,2635709.0,9780307347978,0307347974,"Fiction, Science Fiction, Dystopia, School, Literature, Novels, Audiobook",,158,Mass Market Paperback,0.7984344422700587,0.7425,0.2827593689842568,0.6415484528135789,"['Fiction', 'Science Fiction', 'Dystopia', 'School', 'Literature', 'Novels', 'Audiobook']",0,-0.11364759303614483,-0.16666197928233256,8
57,63,63,84.0,The Brothers Karamazov,Fyodor Dostoevsky,4.38,358572.0,9780374528379,0374528373,"Fiction, Russia, Classics, Russian Literature, Literature, Philosophy, Novels",,796,Paperback,0.837573385518591,0.845,0.0383720771745162,0.6414863656732768,"['Fiction', 'Russia', 'Classics', 'Russian Literature', 'Literature', 'Philosophy', 'Novels']",4,-0.22101115210503774,0.26051670775416147,18
58,59,59,78.0,The Color Purple,Alice Walker,4.27,724773.0,9780143135692,0143135694,"Fiction, Historical Fiction, Feminism, LGBT, Historical, Queer, Banned Books",,287,Paperback,0.8493150684931507,0.8174999999999999,0.0776735643700687,0.6404971582158048,"['Fiction', 'Historical Fiction', 'Feminism', 'LGBT', 'Historical', 'Queer', 'Banned Books']",1,-0.06477360579808533,0.23593272525799078,18
59,57,57,76.0,Rebecca,Daphne du Maurier,4.25,678317.0,9780316323703,B00HG5I1TE,"Fiction, Mystery, Gothic, Romance, Classics, Historical Fiction, Thriller",,449,Kindle Edition,0.8532289628180039,0.8125,0.0726878054858587,0.6377291920759656,"['Fiction', 'Mystery', 'Gothic', 'Romance', 'Classics', 'Historical Fiction', 'Thriller']",1,-0.03754885143203364,0.32913340258973506,18
60,73,73,98.0,The Complete Stories and Poems,Edgar Allan Poe,4.4,287738.0,9780385074070,0385074077,"Classics, Poetry, Horror, Fiction, Short Stories, Gothic, Mystery",,821,Hardcover,0.8101761252446185,0.8500000000000001,0.0307700183488719,0.6352365358983727,"['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'Mystery']",4,-0.24840924413398058,0.2735007046770914,18
61,64,64,85.0,A Tree Grows in Brooklyn,Betty Smith,4.3,489023.0,9780061120077,0061120073,"Fiction, Historical Fiction, Classics, Young Adult, Coming Of Age, Historical, New York",,496,Paperback,0.8356164383561644,0.825,0.0523723620075642,0.6344972000909321,"['Fiction', 'Historical Fiction', 'Classics', 'Young Adult', 'Coming Of Age', 'Historical', 'New York']",1,-0.20361705710083955,-0.22385076607210272,8
62,76,76,101.0,Winnie-the-Pooh,A.A. Milne,4.38,386930.0,9780525467564,0525467564,"Childrens, Fiction, Classics, Fantasy, Animals, Audiobook, Middle Grade","Winnie-the-Pooh, #1",161,Hardcover,0.8043052837573386,0.845,0.0414155193658032,0.6339302007807854,"['Childrens', 'Fiction', 'Classics', 'Fantasy', 'Animals', 'Audiobook', 'Middle Grade']",0,-0.34961823198190284,-0.28955247194809164,8
